X	Abeta40-2drug.txt: column 1
0.0	1.11022302463e-16
25.0828282828	2.2856161408e-12
50.1656565657	1.10021991517e-11
75.2484848485	4.42398340184e-11
100.331313131	1.70984892911e-10
125.414141414	6.54297616087e-10
150.496969697	2.49729503743e-09
175.57979798	9.52513379282e-09
200.662626263	3.63241413615e-08
225.745454545	1.38515832138e-07
250.828282828	5.28199532779e-07
275.911111111	2.01416280232e-06
300.993939394	7.68047864552e-06
326.076767677	2.92868355657e-05
351.15959596	0.000111665889348
376.242424242	0.000425628951995
401.325252525	0.00162038605387
426.408080808	0.00614075783143
451.490909091	0.0228783534944
476.573737374	0.0802739658204
501.656565657	0.236205511943
526.739393939	0.495238832339
551.822222222	0.729833758479
576.905050505	0.869393442022
601.987878788	0.938925863875
627.070707071	0.97170504104
652.153535354	0.986923775205
677.236363636	0.993960909217
702.319191919	0.997211400557
727.402020202	0.998712399477
752.484848485	0.99940547377
777.567676768	0.999725489128
802.650505051	0.999873250071
827.733333333	0.999941475756
852.816161616	0.999972977603
877.898989899	0.99998752295
902.981818182	0.999994238972
928.064646465	0.999997339961
953.147474747	0.99999877178
978.23030303	0.999999432894
1003.31313131	0.99999973815
1028.3959596	0.999999879096
1053.47878788	0.999999944175
1078.56161616	0.999999974224
1103.64444444	0.999999988098
1128.72727273	0.999999994505
1153.81010101	0.999999997463
1178.89292929	0.999999998828
1203.97575758	0.999999999459
1229.05858586	0.99999999975
1254.14141414	0.999999999885
1279.22424242	0.999999999947
1304.30707071	0.999999999975
1329.38989899	0.999999999989
1354.47272727	0.999999999995
1379.55555556	0.999999999998
1404.63838384	0.999999999999
1429.72121212	0.999999999999
1454.8040404	1.0
1479.88686869	1.0
1504.96969697	1.0
1530.05252525	1.0
1555.13535354	1.0
1580.21818182	1.0
1605.3010101	1.0
1630.38383838	1.0
1655.46666667	1.0
1680.54949495	1.0
1705.63232323	1.0
1730.71515152	1.0
1755.7979798	1.0
1780.88080808	1.0
1805.96363636	1.0
1831.04646465	1.0
1856.12929293	1.0
1881.21212121	1.0
1906.29494949	1.0
1931.37777778	1.0
1956.46060606	1.0
1981.54343434	1.0
2006.62626263	1.0
2031.70909091	1.0
2056.79191919	1.0
2081.87474747	1.0
2106.95757576	1.0
2132.04040404	1.0
2157.12323232	1.0
2182.20606061	1.0
2207.28888889	1.0
2232.37171717	1.0
2257.45454545	1.0
2282.53737374	1.0
2307.62020202	1.0
2332.7030303	1.0
2357.78585859	1.0
2382.86868687	1.0
2407.95151515	1.0
2433.03434343	1.0
2458.11717172	1.0
2483.2	1.0
