Abeta40-2drug.txt: column 1 X	Abeta40-2drug.txt: column 1 Y
0.0	0.00354823991379
6.0	-0.00263843480738
12.0	-0.00109176612659
18.0	-0.00573177216712
24.0	0.000454902555161
30.0	-0.0010917661241
36.0	-0.00109176612258
42.0	0.00200157124025
48.0	-0.00263843479798
54.0	-0.00109176611364
60.0	-0.00109176610816
66.0	-0.00109176610063
72.0	-0.00263843477062
78.0	0.00664157732591
84.0	0.00354823998485
90.0	0.00354824001197
96.0	0.000454902688581
102.0	0.0112815835026
108.0	-0.00573177191058
114.0	0.00200157158889
120.0	-0.0103717777196
126.0	-0.00418510281296
132.0	0.00509490952434
138.0	-0.00418510220656
144.0	0.00045490431845
150.0	-0.0010917636954
156.0	-0.00727843749884
162.0	-0.00109176151288
168.0	-0.00109175977123
174.0	-0.00573176341344
180.0	0.000454914612221
186.0	-0.00573175555818
192.0	0.000454925431808
198.0	-0.0010917346145
204.0	-0.00263839140258
210.0	-0.00882504974397
216.0	-0.00109168378068
222.0	0.00354835333587
228.0	0.00200172745787
234.0	-0.00263821962855
240.0	0.00200186761495
246.0	-0.00109135790009
252.0	-0.00727787856873
258.0	-0.00263766033999
264.0	-0.00418403675971
270.0	-0.00418363420909
276.0	-0.00263641106835
282.0	0.00355102734876
288.0	-0.002634595484
294.0	-0.00263314664912
300.0	0.00200885496408
306.0	0.00201160358712
312.0	0.000468720743485
318.0	0.0128472846197
324.0	0.00202778593875
330.0	-0.00260232795038
336.0	0.00359797148535
342.0	0.000523399564984
348.0	0.00209591362212
354.0	-0.000961828083688
360.0	0.000633863311151
366.0	0.00224804365075
372.0	0.00079434310685
378.0	0.0071090306748
384.0	0.00264527236481
390.0	-0.000205445640726
396.0	0.00631514234072
402.0	0.00677456560071
408.0	0.00276641102178
414.0	-0.00719176280773
420.0	-0.00290554531467
426.0	-0.0105488881079
432.0	-0.00985324723542
438.0	-0.0253472917469
444.0	-0.0211664031611
450.0	-0.0371394590419
456.0	-0.0418336128295
462.0	-0.0485346006033
468.0	-0.0518222011791
474.0	-0.0507793927567
480.0	-0.0459447856934
486.0	-0.0363199731663
492.0	-0.0148964567902
498.0	0.00328204680339
504.0	0.0257438275301
510.0	0.0453182409902
516.0	0.0416988057585
522.0	0.0249695198505
528.0	0.0205047788269
534.0	0.00594326549904
540.0	0.00891175530099
546.0	-0.00112074929338
552.0	0.00622481545265
558.0	-0.0480104316169
564.0	-0.0336530757197
