Abeta40-5drug.txt: 17.25 X	Abeta40-5drug.txt: 17.25 Y
6.0	-0.00530765619634
12.0	0.0080373202552
18.0	-0.0119801230377
24.0	0.00470110528796
30.0	-0.000303237085398
36.0	-0.00697569514068
42.0	0.00470118624409
48.0	-0.00030313788252
54.0	0.00136503027804
60.0	0.00636944917977
66.0	-0.00197109230856
72.0	0.00136522530466
78.0	0.00803779735508
84.0	-0.00197082911918
90.0	-0.00363883393975
96.0	-0.0219880331681
102.0	0.0147107881047
108.0	0.0113747233903
114.0	-0.00030192080453
120.0	0.00136643522408
126.0	-0.0119782647769
132.0	0.00470325718553
138.0	-0.00196887198819
144.0	0.00804026367047
150.0	-0.00530423732775
156.0	-0.00530369930757
162.0	-0.00697120303357
168.0	0.00303823293857
174.0	-0.00863780231797
180.0	-0.00363250538163
186.0	0.00470917169099
192.0	0.0047104006703
198.0	0.00471181093442
204.0	-0.00362717688172
210.0	0.00304716493678
216.0	-0.000286946689854
222.0	-0.0102932289496
228.0	-0.0102904233342
234.0	-0.00361471911833
240.0	-0.00527914626347
246.0	0.00473381983613
252.0	-0.0102744073015
258.0	-0.0152731899535
264.0	-0.00859430117027
270.0	0.00308989549251
276.0	0.00643456948745
282.0	0.00143988052242
288.0	-0.00188526085443
294.0	-0.000204401968454
300.0	0.00314645595513
306.0	-0.00184113765154
312.0	0.00151434688352
318.0	-0.000131695941252
324.0	-0.000106363395552
330.0	0.00159082387443
336.0	-0.0067164327786
342.0	0.0100030429684
348.0	0.00337445927588
354.0	0.00175670663733
360.0	0.0151594640218
366.0	0.000212671115551
372.0	0.0102974583208
378.0	0.0103847149131
384.0	0.00381232828979
390.0	0.0172721235267
396.0	0.00405886761536
402.0	0.0058780674123
408.0	0.00771946912743
414.0	0.0112544437155
420.0	0.00647798518339
426.0	0.0200842930483
432.0	0.012043333123
438.0	0.0140549851559
444.0	0.00610817075027
450.0	0.0115638735963
456.0	0.00540859745301
462.0	0.0126736585266
468.0	0.0200249184447
474.0	0.0141297481622
480.0	0.0216921327243
486.0	0.0110337356228
492.0	0.0121988640231
498.0	0.0168674546727
504.0	0.0233946264854
510.0	0.0234660093951
516.0	0.0254517555478
522.0	0.0327212878177
528.0	0.0202899294022
534.0	0.0282340098242
540.0	0.0182327340546
546.0	0.032039948254
552.0	0.0330128049475
558.0	0.0412296618189
564.0	0.0367389924308
570.0	0.032956477822
576.0	0.0416339854133
582.0	0.0478369876946
588.0	0.0416377602348
594.0	0.0548125510588
600.0	0.0490755303056
606.0	0.0561985931868
612.0	0.0528994492885
618.0	0.0525850810061
624.0	0.0536364884482
630.0	0.0327325742687
636.0	0.0199120464626
642.0	0.00849165713904
648.0	-0.0165783287556
654.0	-0.0336765416754
660.0	-0.0495677529456
666.0	-0.0576990201516
672.0	-0.0698917519581
678.0	-0.0746350821836
684.0	-0.0604348045073
690.0	-0.0625151448191
696.0	-0.05104854832
702.0	-0.062931119644
708.0	-0.0366328499821
714.0	-0.0290483133841
720.0	-0.0436760815838
726.0	-0.020607000874
732.0	-0.0250200305831
738.0	0.00303672311367
744.0	9.57846631972e-05
750.0	-0.000538621664667
756.0	0.0327887659991
762.0	0.0383356793076
768.0	0.0444535321819
774.0	0.0594892212604
780.0	0.0601061123405
786.0	0.0713518095363
792.0	0.0815820936863
798.0	0.0774897892382
804.0	0.0808019659451
810.0	0.0782175954466
816.0	0.0797907443169
822.0	0.0572092260594
828.0	0.0622305119227
834.0	0.0565328177542
840.0	0.0485006212491
846.0	0.0298357399975
852.0	0.00224704452818
858.0	-0.0125409674379
864.0	-0.0161594161805
870.0	-0.0269226010119
876.0	-0.0381249782496
882.0	-0.064748534702
888.0	-0.0517160780587
894.0	-0.0457076634915
900.0	-0.0450296135674
906.0	-0.0479899553102
912.0	-0.0495620946265
918.0	-0.0513934580264
924.0	-0.0417879516937
930.0	-0.0307364214724
936.0	-0.0432440841769
942.0	-0.030920021768
948.0	-0.0221080126555
954.0	-0.0268035475397
960.0	-0.0299812732985
966.0	-0.0282935924317
972.0	-0.030070599416
978.0	-0.0219575964966
984.0	-0.015622431692
990.0	-0.0310742339493
996.0	-0.0182616668256
1002.0	-0.0255531256368
1008.0	-0.0112389970908
1014.0	-0.018684347409
1020.0	-0.0145211272365
1026.0	-0.0187615922999
1032.0	-0.019724089374
1038.0	-0.0174041784192
1044.0	-0.0251427263758
1050.0	-0.0212503664185
1056.0	-0.0157323231742
1062.0	-0.00858536044329
1068.0	-0.0131514581109
1074.0	-0.0260916115635
1080.0	-0.0207133295426
1086.0	-0.0120273456541
1092.0	-0.0167126943985
1098.0	-0.0230905155846
1104.0	0.00553971586413
1110.0	-0.00922198069951
1116.0	-0.00732165578847
1122.0	-0.0121115417613
1128.0	-0.00690907345848
1134.0	-0.0184029406554
1140.0	-0.0215701706852
1146.0	-0.0164096972791
1152.0	-0.0196017476896
1158.0	-0.0228048060654
1164.0	-0.0143411835777
1170.0	-0.0209000435245
1176.0	-0.029135699227
1182.0	-0.0173619126398
1188.0	-0.0122680115755
1194.0	-0.0221940371369
1200.0	-0.0154451643545
1206.0	-0.00870212338462
1212.0	-0.0203138023994
