Abeta40-5drug.txt: 17.25 X	Abeta40-5drug.txt: 17.25 Y
6.0	0.00530765842036
12.0	-0.00803731132227
18.0	0.0119801432916
24.0	-0.00470106888658
30.0	0.000303294766886
36.0	0.00697577963815
42.0	-0.00470106888658
48.0	0.000303294766886
54.0	-0.00136482645093
60.0	-0.00636919010441
66.0	0.00197141598471
72.0	-0.00136482645093
78.0	-0.00803731132227
84.0	0.00197141598471
90.0	0.00363953720254
96.0	0.0219888705986
102.0	-0.0147097961936
108.0	-0.0113735537579
114.0	0.000303294766886
120.0	-0.00136482645093
126.0	0.0119801432916
132.0	-0.00470106888658
138.0	0.00197141598471
144.0	-0.00803731132227
150.0	0.00530765842036
156.0	0.00530765842036
162.0	0.00697577963815
168.0	-0.00303294766876
174.0	0.00864390085598
180.0	0.00363953720254
186.0	-0.00470106888658
192.0	-0.00470106888658
198.0	-0.00470106888658
204.0	0.00363953720254
210.0	-0.00303294766876
216.0	0.000303294766886
222.0	0.0103120220738
228.0	0.0103120220738
234.0	0.00363953720254
240.0	0.00530765842036
246.0	-0.00470106888658
252.0	0.0103120220738
258.0	0.0153163857273
264.0	0.00864390085598
270.0	-0.00303294766876
276.0	-0.00636919010441
282.0	-0.00136482645093
288.0	0.00197141598471
294.0	0.000303294766886
300.0	-0.00303294766876
306.0	0.00197141598471
312.0	-0.00136482645093
318.0	0.000303294766886
324.0	0.000303294766886
330.0	-0.00136482645093
336.0	0.00697577963815
342.0	-0.00970543254009
348.0	-0.00303294766876
354.0	-0.00136482645093
360.0	-0.0147097961936
366.0	0.000303294766886
372.0	-0.00970543254009
378.0	-0.00970543254009
384.0	-0.00303294766876
390.0	-0.0163779174114
396.0	-0.00303294766876
402.0	-0.00470106888658
408.0	-0.00636919010441
414.0	-0.00970543254009
420.0	-0.00470106888658
426.0	-0.0180460386292
432.0	-0.00970543254009
438.0	-0.0113735537579
444.0	-0.00303294766876
450.0	-0.00803731132227
456.0	-0.00136482645093
462.0	-0.00803731132227
468.0	-0.0147097961936
474.0	-0.00803731132227
480.0	-0.0147097961936
486.0	-0.00303294766876
492.0	-0.00303294766876
498.0	-0.00636919010441
504.0	-0.0113735537579
510.0	-0.00970543254009
516.0	-0.00970543254009
522.0	-0.0147097961936
528.0	0.000303294766886
534.0	-0.00470106888658
540.0	0.00864390085598
546.0	-0.00136482645093
552.0	0.00197141598471
558.0	-0.00136482645093
564.0	0.00864390085598
570.0	0.0186526281629
576.0	0.0169845069451
582.0	0.0186526281629
588.0	0.0336657191233
594.0	0.0303294766877
600.0	0.0470106888659
606.0	0.0520150525194
612.0	0.068696264698
618.0	0.0837093556584
624.0	0.0987224466188
630.0	0.137089234629
636.0	0.168783537767
642.0	0.200477840906
648.0	0.247185235005
654.0	0.287220144233
660.0	0.327255053461
666.0	0.360617477817
672.0	0.398984265827
678.0	0.430678568966
684.0	0.444023538709
690.0	0.474049720629
696.0	0.490730932808
702.0	0.530765842035
708.0	0.532433963253
714.0	0.552451417867
720.0	0.594154448313
726.0	0.597490690748
732.0	0.627516872669
738.0	0.624180630234
744.0	0.650870569719
750.0	0.674224266765
756.0	0.662547418244
762.0	0.677560509201
768.0	0.690905478943
774.0	0.694241721379
780.0	0.710922933557
786.0	0.715927297211
792.0	0.720931660864
798.0	0.73928099426
804.0	0.749289721567
810.0	0.764302812527
816.0	0.774311539834
822.0	0.807673964191
828.0	0.812678327844
834.0	0.827691418805
840.0	0.844372630983
846.0	0.871062570468
852.0	0.906093116043
858.0	0.927778691874
864.0	0.937787419181
870.0	0.954468631359
876.0	0.971149843538
882.0	1.00284414668
888.0	0.994503540587
894.0	0.992835419369
900.0	0.996171661805
906.0	1.00284414668
912.0	1.00784851033
918.0	1.01285287398
924.0	1.00618038911
930.0	0.997839783023
936.0	1.01285287398
942.0	1.00284414668
948.0	0.996171661805
954.0	1.00284414668
960.0	1.00784851033
966.0	1.00784851033
972.0	1.01118475277
978.0	1.00451226789
984.0	0.999507904241
990.0	1.01618911642
996.0	1.00451226789
1002.0	1.01285287398
1008.0	0.999507904241
1014.0	1.00784851033
1020.0	1.00451226789
1026.0	1.00951663155
1032.0	1.01118475277
1038.0	1.00951663155
1044.0	1.01785723764
1050.0	1.0145209952
1056.0	1.00951663155
1062.0	1.00284414668
1068.0	1.00784851033
1074.0	1.02119348007
1080.0	1.01618911642
1086.0	1.00784851033
1092.0	1.01285287398
1098.0	1.01952535885
1104.0	0.991167298152
1110.0	1.00618038911
1116.0	1.00451226789
1122.0	1.00951663155
1128.0	1.00451226789
1134.0	1.01618911642
1140.0	1.01952535885
1146.0	1.0145209952
1152.0	1.01785723764
1158.0	1.02119348007
1164.0	1.01285287398
1170.0	1.01952535885
1176.0	1.02786596494
1182.0	1.01618911642
1188.0	1.01118475277
1194.0	1.02119348007
1200.0	1.0145209952
1206.0	1.00784851033
1212.0	1.01952535885
1218.0	1.02953408616
1224.0	1.02452972251
1230.0	1.01785723764
1236.0	1.01118475277
1242.0	1.0145209952
1248.0	1.0145209952
1254.0	1.01952535885
1260.0	1.0145209952
1266.0	1.01118475277
1272.0	1.01952535885
1278.0	1.00784851033
1284.0	1.01618911642
1290.0	1.0145209952
1296.0	1.01952535885
1302.0	1.01618911642
1308.0	1.02786596494
1314.0	1.00451226789
1320.0	1.00618038911
1326.0	1.01118475277
1332.0	1.0145209952
1338.0	1.00951663155
1344.0	1.00618038911
1350.0	1.01118475277
1356.0	1.01118475277
