Abeta40-5drug.txt: 17.25 X	Abeta40-5drug.txt: 17.25 Y
1362.0	0.994503540587
1368.0	1.01118475277
1374.0	1.00951663155
1380.0	1.00951663155
1386.0	1.00618038911
1392.0	1.0145209952
1398.0	1.01285287398
1404.0	1.01118475277
1410.0	1.01118475277
1416.0	1.00618038911
1422.0	1.00117602546
1428.0	1.00284414668
1434.0	1.01118475277
1440.0	1.01118475277
1446.0	1.00618038911
1452.0	1.01785723764
1458.0	1.00618038911
1464.0	0.999507904241
1470.0	1.01285287398
1476.0	1.01118475277
1482.0	1.00451226789
1488.0	1.00284414668
1494.0	1.00284414668
1500.0	1.00117602546
1506.0	0.999507904241
1512.0	1.00618038911
1518.0	1.00284414668
1524.0	1.00451226789
1530.0	0.992835419369
1536.0	0.996171661805
1542.0	1.00951663155
1548.0	1.00451226789
1554.0	0.996171661805
1560.0	1.00284414668
1566.0	1.00618038911
1572.0	1.00117602546
1578.0	1.01618911642
1584.0	1.00451226789
1590.0	1.00784851033
1596.0	1.00784851033
1602.0	0.999507904241
1608.0	1.00451226789
1614.0	1.0145209952
1620.0	0.991167298152
1626.0	0.989499176934
1632.0	1.01952535885
1638.0	0.994503540587
1644.0	0.996171661805
1650.0	1.00784851033
1656.0	0.996171661805
1662.0	1.00284414668
1668.0	1.01952535885
1674.0	1.00284414668
1680.0	1.01118475277
1686.0	1.01285287398
1692.0	1.00117602546
1698.0	1.01118475277
1704.0	0.992835419369
1710.0	1.01285287398
1716.0	1.00951663155
1722.0	1.00284414668
1728.0	1.00618038911
1734.0	0.997839783023
1740.0	0.999507904241
1746.0	1.00284414668
1752.0	1.00451226789
1758.0	1.01118475277
1764.0	1.00451226789
1770.0	1.00117602546
1776.0	1.00951663155
1782.0	1.00284414668
1788.0	1.00117602546
1794.0	0.992835419369
1800.0	1.00284414668
1806.0	1.00117602546
1812.0	1.00618038911
1818.0	1.00451226789
1824.0	0.999507904241
1830.0	0.992835419369
1836.0	1.00117602546
1842.0	0.997839783023
1848.0	1.00117602546
1854.0	1.00618038911
1860.0	0.997839783023
1866.0	1.00618038911
1872.0	0.996171661805
1878.0	0.997839783023
1884.0	0.999507904241
1890.0	0.997839783023
1896.0	1.00784851033
1902.0	0.996171661805
1908.0	0.992835419369
1914.0	0.999507904241
1920.0	1.00284414668
1926.0	0.999507904241
1932.0	1.01118475277
1938.0	1.00117602546
1944.0	0.997839783023
1950.0	0.991167298152
1956.0	0.994503540587
1962.0	1.00618038911
1968.0	1.00284414668
1974.0	0.989499176934
1980.0	0.991167298152
1986.0	1.00451226789
1992.0	0.999507904241
1998.0	0.994503540587
2004.0	1.00284414668
2010.0	0.999507904241
2016.0	0.999507904241
2022.0	0.981158570845
2028.0	0.996171661805
2034.0	0.999507904241
2040.0	1.00451226789
2046.0	1.00451226789
2052.0	0.997839783023
2058.0	0.999507904241
2064.0	0.996171661805
2070.0	0.994503540587
2076.0	1.00117602546
2082.0	1.00117602546
2088.0	1.00451226789
2094.0	1.00284414668
2100.0	1.00618038911
2106.0	0.994503540587
2112.0	1.00117602546
2118.0	0.989499176934
2124.0	0.991167298152
2130.0	1.00284414668
2136.0	0.996171661805
2142.0	0.986162934498
2148.0	0.987831055716
2154.0	0.996171661805
2160.0	0.992835419369
2166.0	0.994503540587
2172.0	0.999507904241
2178.0	0.996171661805
2184.0	0.996171661805
2190.0	1.00618038911
2196.0	0.991167298152
2202.0	0.992835419369
2208.0	1.00117602546
2214.0	0.987831055716
2220.0	0.999507904241
2226.0	0.999507904241
2232.0	0.98449481328
2238.0	0.992835419369
2244.0	0.996171661805
2250.0	0.989499176934
2256.0	0.98449481328
2262.0	0.987831055716
2268.0	1.00117602546
2274.0	0.999507904241
2280.0	0.997839783023
2286.0	1.00284414668
2292.0	0.987831055716
2298.0	0.996171661805
2304.0	0.994503540587
2310.0	0.989499176934
2316.0	0.992835419369
2322.0	1.00117602546
2328.0	0.992835419369
2334.0	1.00117602546
2340.0	0.994503540587
2346.0	0.997839783023
2352.0	0.991167298152
2358.0	0.999507904241
2364.0	0.991167298152
2370.0	0.987831055716
2376.0	0.989499176934
2382.0	0.981158570845
2388.0	0.974486085973
2394.0	0.974486085973
2400.0	0.997839783023
2406.0	0.98449481328
2412.0	0.974486085973
2418.0	0.989499176934
2424.0	0.979490449627
2430.0	0.967813601102
2436.0	0.981158570845
2442.0	0.982826692062
2448.0	0.98449481328
2454.0	0.981158570845
2460.0	0.976154207191
2466.0	0.979490449627
