24440,23217
24168,24209
22801,23983
22899,23391
22002,22664
21180,21806
22301,22740
21368,22279
21673,20936
22849,21315
21902,21234
20780,21851
19976,20994
23176,21636
20717,21551
21828,22329
21482,22164
22936,22566
24107,22279
23979,23781
25573,25615
26303,24995
28349,27761
26782,28806
29084,28114
33070,30456
36229,35244
36900,32703
38895,36569
41074,37179
43147,41254
44768,40234
46899,42568
53103,42116
53761,48881
56936,55000
61247,50758
63262,61699
65639,64050
70947,61249
78416,68427
79200,77567
86049,78478
85802,85207
90978,92975
94134,94134
95908,98874
93655,102225
99262,100827
101454,97641
98207,101196
97787,101195
102665,106316
106464,107902
104810,109765
103184,109259
103172,107372
103898,108490
107330,111049
103375,108219
108298,115123
111617,116792
108356,115295
110475,120243
107596,115203
113894,116757
107485,116594
109129,117324
107488,116529
112574,115882
111132,114246
111617,126999
112921,115057
114327,126405
112456,122879
114062,122203
116595,123560
114077,122414
117883,121116
118332,115721
117549,123560
116463,130052
118532,127481
115776,124432
117193,121315
117145,129137
115706,123352
113513,129333
117850,126686
116139,128819
116502,127380
119417,119668
123419,127295
121404,127750
116872,130263
122079,121492
118258,126320
122840,125440
121292,127003
124397,126558
119669,128499
123888,128938
123182,133526
126563,127478
119495,130506
120366,126756
127563,130079
121961,129966
119947,135120
123625,136465
126916,137699
124638,134223
127200,128317
123751,133335
123981,134684
121616,132540
123761,135131
121937,135054
126468,132748
125064,122830
122566,134801
123048,134272
119051,125927
121318,137783
128384,130198
126712,132803
120361,132022
118480,132161
124068,127741
122855,133209
123954,136049
122508,135709
122719,128570
120961,137373
123444,134901
124299,136068
131100,140522
133086,140855
124175,137604
128631,134012
124175,137530
125456,130167
126012,134362
119393,130580
128974,133415
125656,135678
127389,141904
122225,135311
127673,136456
125688,136789
123045,137721
121415,130662
126114,138390
123419,129034
116942,129026
124253,140691
128249,142849
124265,141316
120997,128203
127354,133144
117585,131070
123026,128606
120733,138933
123667,137951
123035,135938
125017,138401
125664,140128
126005,141819
127699,135478
125094,143231
121577,137694
124778,134211
127819,142628
125248,143376
128010,138568
132353,139036
125860,132907
123499,140860
126019,131185
122988,141553
124429,139108
127369,140902
122849,144398
119084,134697
121839,139156
119692,138404
125020,136568
125662,143971
122629,138950
124006,143544
122611,135609
121758,140679
123434,141024
124456,135346
122732,143001
121226,138511
125826,142035
127632,141260
123904,137247
123722,138909
119369,132943
122032,144982
122835,140347
126015,139712
119014,132971
122061,137672
122299,141569
123086,139490
125220,140724
120012,144316
125386,136292
123060,139822
124868,142158
120886,145580
123390,141003
119749,141523
118398,129095
121600,142881
122280,143648
123347,130139
120141,139422
119406,138378
119948,145372
119868,140658
122771,142225
126490,139972
125225,144754
120406,145771
121666,146092
118665,142516
122454,144576
118596,138720
122048,141921
117958,136521
123472,141178
118316,152858
121422,140684
118004,145144
121364,135287
120893,143067
119972,149289
122275,146689
118157,148584
122550,145850
121392,138000
121606,143313
121125,142862
122726,146962
119174,152079
122640,140703
118279,142458
118437,134411
120504,145115
124162,145770
118057,143227
115805,140022
116333,147271
118355,146488
116014,155274
119305,148206
122320,149457
116610,142882
117358,145428
121538,141048
118741,144988
122621,146119
117975,143330
117381,146587
117300,142776
118840,138080
118867,150081
113946,135800
114850,144740
120581,140938
117349,146081
112554,135644
119947,140973
118306,137816
119668,142077
