15Abetaalone.txt: column 1 X	15Abetaalone.txt: column 1 Y
567.0	1.01554734914
570.0	1.00293101997
574.0	1.02787756286
577.0	1.02470304375
580.0	1.00977054183
584.0	1.00674589272
587.0	0.994940224004
590.0	1.00594885681
594.0	1.00062847177
597.0	0.988441315778
600.0	0.985041991664
604.0	0.992045008075
607.0	0.988734243507
610.0	1.0109286282
614.0	0.988788741689
617.0	0.982296645736
620.0	0.984326703023
624.0	1.01554053687
627.0	1.00224979269
630.0	0.99141827898
633.0	1.01933497281
637.0	0.985832215306
640.0	1.00592160771
643.0	1.00859201864
647.0	1.0096274841
650.0	1.0019228036
653.0	1.01347641822
657.0	1.02685572195
660.0	1.0149819305
663.0	0.987092485769
667.0	1.01643975688
670.0	1.01406227368
673.0	1.00173887223
677.0	1.0256908233
680.0	1.00760423909
683.0	1.01581302778
687.0	0.9702457352
690.0	1.01116024548
693.0	0.984912558481
696.0	0.954284580092
700.0	0.992882917626
703.0	0.991227535342
706.0	0.983236739379
710.0	0.998721035393
713.0	0.958269759665
716.0	0.957247918749
720.0	0.965865443807
723.0	0.952717757355
726.0	0.942076987283
730.0	0.998857280849
733.0	0.993080473537
736.0	1.03772810929
740.0	1.00550605908
743.0	1.04850512482
746.0	1.03286414653
750.0	1.01027465002
753.0	1.10950221523
756.0	1.03659727201
760.0	1.07802951502
763.0	1.07604033137
766.0	1.08019581776
769.0	0.970872464296
773.0	0.999851872673
776.0	0.983393421653
779.0	1.06398260856
783.0	0.986622438948
786.0	1.0191851028
789.0	0.978801949804
793.0	0.978774700713
796.0	1.03350450017
799.0	0.999838248128
803.0	0.995015159004
806.0	1.0360250411
809.0	1.01953934099
813.0	1.03686976292
816.0	1.0369515102
819.0	0.990777925339
823.0	1.0185856228
826.0	0.982412454374
829.0	0.984973868936
832.0	1.01595608551
836.0	1.02922639287
839.0	1.01639207097
842.0	1.00271302724
846.0	1.02911739651
849.0	1.00977054183
852.0	0.97645852797
856.0	0.980573140725
859.0	0.9849329953
862.0	0.980954628
866.0	1.0312973238
869.0	1.05052155756
872.0	0.98829825805
876.0	0.980968252546
879.0	1.00212717178
882.0	0.971771684302
886.0	0.992889729899
889.0	1.00215442087
892.0	0.975027950687
896.0	0.950326649611
899.0	0.915556809376
902.0	0.96837917246
905.0	0.96624011881
909.0	0.97061359793
912.0	0.926633564905
915.0	0.958297008756
919.0	0.957220669658
922.0	0.929753585836
