2Abetaalone.txt: column 1 X	2Abetaalone.txt: column 1 Y
0.0	0.009099712943
3.0	0.012415397821
7.0	0.00507944502841
10.0	0.00280451679266
13.0	-0.00467419465443
17.0	-0.0124107927031
20.0	-0.00294727544713
23.0	-0.0093668097804
27.0	-0.0141469221462
30.0	-0.00698596383326
33.0	-0.0117200250202
36.0	-0.0140456095527
40.0	-0.0216947103616
43.0	-0.00400184744305
46.0	-0.0157172673454
50.0	-0.00701819965847
53.0	-0.00937141489828
56.0	-0.000824316101618
60.0	0.00324660810972
63.0	0.00957404008527
66.0	0.0253603841989
70.0	0.0258669471664
73.0	0.0480267744345
76.0	0.0456229028979
80.0	0.0530371426946
83.0	0.0821783286781
86.0	0.118775200519
90.0	0.110163630072
93.0	0.137154226003
96.0	0.149997899787
100.0	0.178310164551
103.0	0.181077840401
106.0	0.201639691762
109.0	0.228128329843
113.0	0.262312119912
116.0	0.305112085546
119.0	0.30542983868
123.0	0.365093746013
126.0	0.386866743378
129.0	0.398411773919
133.0	0.465862935597
136.0	0.511564125499
139.0	0.547299840295
143.0	0.577150214433
146.0	0.636758860351
149.0	0.65662994403
153.0	0.68662768194
156.0	0.691684101379
159.0	0.711067042562
163.0	0.706489555383
166.0	0.707907931692
169.0	0.705969177062
172.0	0.752015750806
176.0	0.776814310622
179.0	0.777776780261
182.0	0.767958668927
186.0	0.759213550062
189.0	0.767705387444
192.0	0.7952946487
196.0	0.764048923842
199.0	0.818513653081
202.0	0.841483981097
206.0	0.819572830195
209.0	0.852117198297
212.0	0.815649269756
216.0	0.851808655398
219.0	0.82154382065
222.0	0.832476370512
226.0	0.821258303342
229.0	0.841700421638
232.0	0.827525868785
235.0	0.888488419361
239.0	0.839499175289
242.0	0.898232848808
245.0	0.873379027577
249.0	0.877661787211
252.0	0.895575695788
255.0	0.878702543853
259.0	0.890252179512
262.0	0.867475266447
265.0	0.899968978251
269.0	0.924864245544
272.0	0.922552476365
275.0	0.895819767036
279.0	0.887991066629
282.0	0.923791253076
285.0	0.890523881467
289.0	0.90796806802
292.0	0.915750717247
295.0	0.917694076995
298.0	0.91273897015
302.0	0.89064821965
305.0	0.944201135548
308.0	0.937017151645
312.0	0.927719418633
315.0	0.911306778487
318.0	0.915944132198
322.0	0.932992278613
325.0	0.933061355381
328.0	0.945310968958
332.0	0.93247650541
335.0	0.953927144523
338.0	0.971804212157
342.0	0.959522362755
345.0	0.940917686495
348.0	0.927659552101
352.0	0.976105392263
355.0	0.949787143544
358.0	0.964247213706
362.0	0.987378720848
365.0	1.00821687928
368.0	0.981719030966
371.0	0.966319516755
375.0	0.973544946718
378.0	0.98081642786
381.0	0.960051951312
385.0	0.98186178962
388.0	0.973107460519
391.0	0.983353847816
395.0	0.931214703109
398.0	0.974838984844
401.0	0.974622544303
405.0	0.917786179353
408.0	0.982824259259
411.0	0.980434203076
415.0	0.984730778064
418.0	0.9518870773
421.0	0.943864961942
425.0	0.949243739633
428.0	0.968838516238
431.0	0.986978075592
434.0	0.978753335047
438.0	0.946849078332
441.0	0.97929213384
444.0	0.979342790137
448.0	0.988654338502
451.0	1.04048494031
454.0	1.05116420869
458.0	0.995156764958
461.0	1.02391572616
464.0	0.994815986234
468.0	0.966807659251
471.0	0.988686574328
474.0	0.940788743194
478.0	0.997965886868
481.0	0.993107487498
484.0	1.02975962075
488.0	0.975617249767
491.0	1.00597879199
494.0	0.998371137242
497.0	0.990491780539
501.0	0.950477911226
504.0	1.0077057112
507.0	0.952209435552
511.0	0.92234524606
514.0	1.00973196307
517.0	1.03807185854
521.0	1.01266542316
524.0	0.937228987068
527.0	0.989257608946
531.0	0.93471919782
534.0	0.948428633767
537.0	0.985426150864
541.0	0.994415340978
544.0	0.982234804169
547.0	1.00270455317
551.0	1.01363710303
554.0	1.02299470258
557.0	1.00159471976
561.0	1.02530186664
564.0	0.983607129299
567.0	0.982308486055
570.0	1.03507392679
574.0	1.02667879689
577.0	1.01725672569
580.0	1.03941194784
584.0	0.981286149885
587.0	1.0070379691
590.0	0.974088350629
594.0	1.00787610056
597.0	1.0032525622
600.0	1.02505319027
604.0	1.02033754956
607.0	0.958325032104
610.0	0.991546352535
614.0	0.978196115783
617.0	0.994277187441
620.0	1.03132536084
624.0	0.99423574138
627.0	1.02173290028
630.0	0.978767150401
633.0	0.998186932527
637.0	1.00749387577
640.0	0.986052446897
643.0	1.01336540108
647.0	0.985753114234
650.0	1.02316509194
653.0	1.02791296848
657.0	0.992264750925
660.0	0.999080325397
663.0	0.95156011393
667.0	1.01926455709
670.0	1.00161774535
673.0	1.01333777037
677.0	0.950054240381
680.0	0.985734693763
683.0	1.00477685622
687.0	0.998827043913
690.0	1.01433708095
693.0	1.00689521045
696.0	0.994691648051
700.0	1.00023620999
703.0	1.01931981851
706.0	1.01674095249
710.0	1.00719454311
713.0	0.992821970189
716.0	0.929368050836
720.0	1.00759979349
723.0	1.01426339907
726.0	0.956966522328
730.0	0.984951823722
733.0	0.976759319003
736.0	1.01146348739
740.0	0.989386552246
743.0	1.0099714292
746.0	1.01672253202
750.0	1.03291873162
753.0	1.01541007342
756.0	1.0226907648
760.0	0.992402904462
763.0	1.01933823898
766.0	0.974604123832
769.0	1.00524197313
773.0	0.961539404389
776.0	1.00837805841
779.0	1.0384218475
783.0	0.996662638506
786.0	1.00146117134
789.0	0.971541720438
793.0	1.00520052707
796.0	1.02961225698
799.0	1.02824453697
803.0	1.01800735991
806.0	1.02564725048
809.0	0.984164348564
813.0	1.00961683512
816.0	1.00532486525
819.0	1.03157864232
823.0	1.03878565181
826.0	1.00235916933
829.0	0.99035823212
832.0	0.954028457117
836.0	1.01284041764
839.0	1.03270229108
842.0	0.992877231604
846.0	0.967747103299
849.0	1.0035611051
852.0	1.00926684616
856.0	1.03894683094
859.0	1.02155330068
862.0	1.04119873358
866.0	0.984624860352
869.0	0.999794118669
872.0	0.998873095092
876.0	1.00413674484
879.0	1.02721299056
882.0	0.99297393908
886.0	1.00523736801
889.0	0.987314249198
892.0	0.972780497149
896.0	1.02817085508
899.0	0.939743381434
902.0	0.985076161905
905.0	0.993959434307
909.0	1.00275981459
912.0	0.932614658946
915.0	0.991200968694
919.0	0.969105613076
922.0	0.99500019095
