1AB. 15D X	1AB. 15D Y
0.0	0.144675491153
3.0	0.0590711068186
7.0	0.116494911948
10.0	0.0449092930062
13.0	0.00751229549269
17.0	0.0331588706989
20.0	-0.0283316022618
23.0	-0.0236518688975
27.0	0.0020764481754
30.0	-0.00444248240096
33.0	0.00352736952814
36.0	-0.0364853738508
40.0	0.0181592004536
43.0	-0.024428418777
46.0	-0.00989876564473
50.0	-0.0424116742075
53.0	-0.0171329389342
56.0	0.0293169931543
60.0	-0.00356375472828
63.0	-0.0174803423275
66.0	0.0200801389193
70.0	-0.0361788410843
73.0	-0.0195647651398
76.0	-0.0269828580892
80.0	-0.026410663796
83.0	0.00228080314871
86.0	-0.00507598324738
90.0	-0.0138428203694
93.0	-0.00801869780582
96.0	-0.00628167899999
100.0	-0.00458553082098
103.0	-0.0142106596892
106.0	-0.0282702957085
109.0	-0.0294146849078
113.0	-0.00536208070047
116.0	-0.0310086552936
119.0	-0.0118810106638
123.0	0.0173417799473
126.0	-0.017970794754
129.0	-0.00579122657358
133.0	7.37672298818e-05
136.0	0.00785969949908
139.0	-0.0310086552936
143.0	-0.0174190357742
146.0	0.000789010556079
149.0	-0.00936744197844
153.0	-0.0245919025104
156.0	0.0253933737431
159.0	-0.0269215515359
163.0	-0.00601601686031
166.0	0.0105980590842
169.0	-0.0113496869975
172.0	-0.00434030460777
176.0	-0.0472140206784
179.0	-0.0118810106638
182.0	-0.0148645964621
186.0	0.0016064310624
189.0	-0.0365262450907
192.0	0.00264864246851
196.0	0.046973280505
199.0	0.0268238597824
202.0	-0.0380997801631
206.0	0.0130298852898
209.0	-0.0229774968112
212.0	0.0124985622365
216.0	0.0494664138769
219.0	0.000380299996386
222.0	-0.00174499405573
226.0	0.00732837583278
229.0	0.00107510739611
232.0	-0.0333996108723
235.0	0.00162686637581
239.0	0.0178117964472
242.0	-0.00154063846935
245.0	-0.00861132802541
249.0	0.0247190016568
252.0	0.026190358936
255.0	0.0289900250744
259.0	0.00908583056509
262.0	0.0512851745494
265.0	-0.0250619196234
269.0	0.0380020884096
272.0	0.00767577983918
275.0	-0.000375813956635
279.0	0.0118854967035
282.0	-0.0248371287236
285.0	0.0223076107646
289.0	0.0152573571351
292.0	-0.00460596613439
295.0	0.0327297248258
298.0	0.022655014158
302.0	0.121358564972
305.0	0.0631990818163
308.0	0.060501593471
312.0	0.0306248660871
315.0	0.0402908661952
318.0	0.0429474833005
322.0	0.0597046082781
325.0	0.1320872118
328.0	0.0354885197243
332.0	0.0576406207793
335.0	0.0809166757202
338.0	0.071904612385
342.0	0.0717002567986
345.0	0.0794044472011
348.0	0.0702902060727
352.0	0.132414180493
355.0	0.0755216990297
358.0	0.121317694345
362.0	0.122952535358
365.0	0.12595655647
368.0	0.145492911659
371.0	0.159511677052
375.0	0.162311342577
378.0	0.167583706161
381.0	0.162720053137
385.0	0.131821550273
388.0	0.162842666243
391.0	0.186425253951
395.0	0.184831283565
398.0	0.185362606618
401.0	0.204204154408
405.0	0.231771667467
408.0	0.207943854159
411.0	0.241846378135
415.0	0.231424264074
418.0	0.284699658892
421.0	0.234264800839
425.0	0.33323401318
428.0	0.301681574156
431.0	0.290605523322
434.0	0.250899312097
438.0	0.305359967354
441.0	0.309998829479
444.0	0.31281893093
448.0	0.31326851273
451.0	0.325121112831
454.0	0.404206566589
458.0	0.391434368189
461.0	0.397462845725
464.0	0.410888980898
468.0	0.453374422336
471.0	0.417959669841
474.0	0.421617627726
478.0	0.432959340087
481.0	0.43951914129
484.0	0.428933542882
488.0	0.459934223539
491.0	0.457011944294
494.0	0.458381124393
497.0	0.462202566011
501.0	0.534564734219
504.0	0.493407601641
507.0	0.588146661804
511.0	0.597792226599
514.0	0.506506768734
517.0	0.584039122733
521.0	0.569407292421
524.0	0.559884340733
527.0	0.626115854224
531.0	0.621150023407
534.0	0.590885021389
537.0	0.593725558155
541.0	0.569897744847
544.0	0.684234466753
547.0	0.669214361194
551.0	0.718770491575
554.0	0.660284039726
557.0	0.658036132567
561.0	0.638826746071
564.0	0.664698111563
567.0	0.736099810845
570.0	0.729846542409
574.0	0.700215041238
577.0	0.715786905776
580.0	0.768285751328
584.0	0.827691801477
587.0	0.743190935102
590.0	0.75876279964
594.0	0.7956284741
597.0	0.763217742718
600.0	0.742066981829
604.0	0.795751087207
607.0	0.797304186353
610.0	0.776194296704
614.0	0.861696502632
617.0	0.774457277285
620.0	0.82172462988
624.0	0.841424469416
627.0	0.798939027979
630.0	0.838440883618
633.0	0.853542731043
637.0	0.865681428597
640.0	0.880517614496
643.0	0.874673056619
647.0	0.842405374269
650.0	0.824606037885
653.0	0.899195677939
657.0	0.932893846941
660.0	0.93418128456
663.0	0.870299856021
667.0	0.911211762386
670.0	0.863556135158
673.0	0.9233095887
677.0	0.903732362883
680.0	0.873937377979
683.0	0.924903559085
687.0	0.86002079038
690.0	0.888201369585
693.0	0.899318291045
696.0	0.984616142
700.0	0.922533039433
703.0	0.926334045738
706.0	0.914706235924
710.0	0.938554485158
713.0	0.975951482671
716.0	0.911988312265
720.0	0.930359842329
723.0	0.949487486959
726.0	0.969739085475
730.0	0.900074404999
733.0	0.94133371537
736.0	0.953063702977
740.0	0.910373905953
743.0	0.920939069047
746.0	0.971721330494
750.0	0.962688831845
753.0	0.944460349588
756.0	0.933915622421
760.0	0.918078096356
763.0	0.968962535595
766.0	0.970495199428
769.0	0.965141093977
773.0	0.959521326387
776.0	1.00394814222
779.0	0.930564197915
783.0	0.935407415626
786.0	1.01085534681
789.0	1.02889990941
793.0	0.940577601417
796.0	0.98539269188
799.0	0.98539269188
803.0	0.95962350418
806.0	0.975154497479
809.0	0.998307939313
813.0	0.979711617736
816.0	1.02863424727
819.0	1.03300744848
823.0	1.00983357133
