8299,8342,7766
7949,7547,8364
8721,7907,7462
8653,7748,8185
8276,7490,7609
7949,7863,7929
8009,7599,8262
8118,8268,7979
8025,8327,7629
7996,7927,7898
7551,7605,7797
7975,7604,7767
8393,7897,7741
8187,7783,8141
8445,8309,7824
8127,7898,8343
8048,7932,8088
8111,7784,7983
8435,7639,8378
8494,8578,8089
8612,9077,9141
8327,8163,8034
8628,7997,8156
8211,8499,8245
8498,8543,8687
8200,9092,9079
9156,8742,8735
8483,9238,8990
8266,8850,8043
9020,8782,8753
8952,8926,8327
8619,8431,9022
9109,8795,9222
9648,8843,9331
8972,9440,8936
9299,9214,9268
8940,9067,8718
9270,9515,9364
9102,9351,10295
9154,10527,9666
9277,9164,9845
9308,9369,9464
9426,9775,9216
9963,9491,9208
9629,9427,9440
9514,9838,9327
9701,9300,9817
10000,9969,9653
9608,10289,9872
10405,9814,9274
10303,9624,10251
9582,9512,9482
9737,9815,10718
9786,9769,9918
9550,10256,9972
10515,10211,10687
10106,9496,9803
10159,9650,10062
9832,10224,10284
10494,10219,10773
10012,10558,10117
10095,10171,10944
10359,10534,10682
10488,10103,10602
10480,10490,11539
10265,11084,10634
10106,10824,10696
10250,11032,11065
10114,10571,10797
9897,11135,11404
10368,10915,11648
9954,10993,11039
10765,10841,10916
11069,11444,11427
10672,10990,11861
10694,10990,11425
10632,11873,10798
10111,11563,11471
10875,11420,11013
11115,11241,11113
10764,11967,11821
10646,11323,11872
10485,11670,12327
10889,10979,12383
11482,11021,12206
11047,11497,12283
10836,11213,12444
10792,12055,13140
10586,12470,11981
11289,11174,12963
11045,11834,12793
11580,11893,11994
11732,12047,12761
11808,12275,12542
11407,11817,13021
11458,12262,13281
11782,11553,12929
11175,12466,12531
11640,12911,13817
11861,12215,12798
11355,12950,13934
11193,12862,14092
11388,12384,13655
12067,12225,12707
13013,12676,14023
12169,12741,14033
12043,12943,13989
12979,12738,13780
11609,12817,13766
12336,12288,14036
11609,14666,13681
11965,14094,13970
12036,13001,13920
12150,13396,13666
11356,12280,14379
12015,12309,14338
11915,14343,14611
12810,13581,13991
11650,13098,14148
12587,12862,14480
12415,13788,14481
12318,13471,14877
13245,13775,13818
12156,14670,14362
13047,12870,15277
12154,14911,14469
13047,14792,14330
12943,13376,14886
12122,13888,14101
12349,14253,14693
12518,13597,14779
12664,13445,15059
12535,14410,14858
11955,14365,14845
13134,13595,14326
12301,14266,14921
12575,13458,15496
13484,15215,15614
12747,12914,14372
12817,13749,15288
13293,14193,15217
12965,13560,15044
12670,14348,15562
12922,13748,15555
12190,14021,14529
12837,14421,15158
13405,13642,14933
13414,14838,15690
12656,14372,15955
13492,15134,15033
12903,15208,15639
12685,14708,15162
13926,14599,15364
12966,14987,15301
14115,14529,15256
13243,14556,16169
14019,14113,15972
14986,15435,15098
15110,15217,17162
13626,13463,16206
13377,14121,15120
13694,13943,15609
13291,14262,16188
13517,14616,15087
13785,14295,16606
14173,14775,15291
13487,15316,15749
13926,14573,14916
14113,15346,14796
13697,14788,15888
14947,14053,15746
14054,15401,15894
12509,14681,15460
14206,15671,14771
13906,15127,16197
14054,14429,15939
13024,14748,15817
14053,14557,14852
15297,14523,14351
13863,14667,16004
12982,15265,15209
13155,15518,16069
13479,14308,15725
13618,14697,16364
12585,13779,16952
12662,15214,16619
13303,14015,15490
13458,15532,15135
13400,14698,16001
13222,14922,16366
