1AB. 10D X	1AB. 10D Y
0.0	0.108654941221
3.0	0.0813040503507
7.0	0.0564837237011
10.0	0.0389777667603
13.0	0.0416296592211
17.0	0.03559790382
20.0	0.036793855322
23.0	0.0372445038873
27.0	0.00235391876549
30.0	0.00920030797166
33.0	0.000845979915216
36.0	0.00812568470964
40.0	0.00226725543985
43.0	-0.00598307631384
46.0	-0.00802832705512
50.0	-0.028480830828
53.0	-0.0209584690338
56.0	-0.0394870513453
60.0	-0.0370258174729
63.0	-0.00735235446707
66.0	0.0230664119953
70.0	-0.0108362131901
73.0	-0.0292261337646
76.0	0.000170007327163
80.0	-0.0124654802803
83.0	-0.0245636565167
86.0	-0.0153080318495
90.0	-0.00653772066198
93.0	0.00871499397205
96.0	-0.00905095190578
100.0	-0.00263787880783
103.0	-0.0544451110881
106.0	-0.00494311848607
109.0	-0.028879481502
113.0	-0.039175063997
116.0	-0.0160186693519
119.0	-0.0388630766486
123.0	0.0101709349309
126.0	-0.00128593363172
129.0	0.00244058209113
133.0	-0.0160880002204
136.0	0.0103269286051
139.0	-0.0198145154232
143.0	0.0270529171751
146.0	-0.0246503193224
149.0	-0.0106455540817
153.0	-0.0286714899364
156.0	-0.0366964976674
159.0	0.0181439452905
163.0	0.00401785128993
166.0	-0.00962292871105
169.0	-0.0392270618884
172.0	-0.01282946552
176.0	0.0202931912946
179.0	-0.0159493390033
182.0	-0.0162786588088
186.0	-0.0388110787572
189.0	-0.0235930290375
192.0	-0.0249103087793
196.0	0.000326001001329
199.0	0.0168266650287
202.0	0.0297914729616
206.0	0.0132561435
209.0	-0.00747368270698
212.0	-0.0141814106961
216.0	-0.0122748211719
219.0	0.00557778803159
222.0	-0.021253123925
226.0	0.010309596148
229.0	0.0246436817141
232.0	-0.00731768903281
235.0	-0.00166725132858
239.0	0.00516180490048
242.0	0.00122729761207
245.0	-0.0216691070561
249.0	-0.0119628338235
252.0	-0.0153600297409
255.0	0.013793454871
259.0	0.0171039874627
262.0	-0.0078376679467
265.0	0.0100669391482
269.0	0.0470374399255
272.0	0.0368458532133
275.0	0.0138107873281
279.0	-0.00565375650837
282.0	0.0145040928933
285.0	0.0178666228565
289.0	0.00656574796798
292.0	0.037868478584
295.0	0.0305541083553
298.0	0.0276075615233
302.0	0.00226725543985
305.0	0.0133428063056
308.0	-0.000159312478306
312.0	0.0340033021641
315.0	0.0223731069501
318.0	0.0620474980797
322.0	0.0230317470811
325.0	0.0708351417244
328.0	0.0267409298268
332.0	0.0520812353902
335.0	0.0459974820978
338.0	0.0498626590376
342.0	0.120961109023
345.0	0.0860531914442
348.0	0.0331366704676
352.0	0.0667273083047
355.0	0.0998326326622
358.0	0.108568278416
362.0	0.079068141021
365.0	0.134185905893
368.0	0.0951008245458
371.0	0.118569206019
375.0	0.094182194958
378.0	0.155314382774
381.0	0.196444714862
385.0	0.148675985133
388.0	0.171329733322
391.0	0.19772732917
395.0	0.1845025323
398.0	0.17725749294
401.0	0.232305926944
405.0	0.228770070329
408.0	0.224280919213
411.0	0.232201931161
415.0	0.239585631738
418.0	0.272500296987
421.0	0.309349469525
425.0	0.320442352847
428.0	0.313387972596
431.0	0.318293106843
434.0	0.350063818482
438.0	0.357170197145
441.0	0.361468689153
444.0	0.322643597263
448.0	0.418943692115
451.0	0.367639105771
454.0	0.410676027384
458.0	0.444318663112
461.0	0.446901224705
464.0	0.425079443299
468.0	0.459987360878
471.0	0.469970956024
474.0	0.47530940638
478.0	0.494323301651
481.0	0.454752906305
484.0	0.509922669068
488.0	0.513337197442
491.0	0.553548899943
494.0	0.536545589459
497.0	0.61709032322
501.0	0.578559885701
504.0	0.547274488062
507.0	0.660768551987
511.0	0.659607265919
514.0	0.627489901498
517.0	0.628044545846
521.0	0.67837850471
524.0	0.632256375048
527.0	0.692053950145
531.0	0.752475499939
534.0	0.713373085615
537.0	0.718954192451
541.0	0.740359991246
544.0	0.760361846973
547.0	0.740827972268
551.0	0.770397440011
554.0	0.719370175582
557.0	0.807003955549
561.0	0.828149764367
564.0	0.76660159394
567.0	0.736252157826
570.0	0.775683891956
574.0	0.785754150428
577.0	0.799290934646
580.0	0.819986095419
584.0	0.887219368985
587.0	0.863733655054
590.0	0.790884609218
594.0	0.85271010208
597.0	0.850924840795
600.0	0.842414519585
604.0	0.905297302731
607.0	0.861480412747
610.0	0.907065231038
614.0	0.841963871019
617.0	0.86882944841
620.0	0.830957650502
