1AB. 6D X	1AB. 6D Y
0.0	0.0812456957094
3.0	0.0908448012642
7.0	0.0444962385104
10.0	0.044483947845
13.0	0.030878045175
17.0	0.00071645063823
20.0	0.00370311219994
23.0	-0.000623245534441
27.0	-0.0116112102923
30.0	0.0207504354766
33.0	0.0183660224196
36.0	-0.00803459089127
40.0	0.000237109893759
43.0	-0.000647826865265
46.0	-0.0134671192057
50.0	-0.0113899761026
53.0	-0.0129631967617
56.0	0.0147156582886
60.0	-0.00851393163574
63.0	0.00941832876863
66.0	0.00552214874835
70.0	-0.00875974715632
73.0	-0.032272025335
76.0	-0.00733401595704
80.0	-0.007751902637
83.0	-0.0270361495107
86.0	-0.0138850058857
90.0	0.019804044653
93.0	-0.000709280929772
96.0	0.00528862389319
100.0	-0.00627700803863
103.0	-0.0195387687586
106.0	-0.0133319204113
109.0	-0.0164660714328
113.0	-0.0244550839636
116.0	-0.0120659693372
119.0	0.00287962913669
123.0	-0.0171297740021
126.0	-0.0186784133304
129.0	-0.0187767397598
133.0	-0.0250573324683
136.0	0.0119993943158
139.0	-0.00787481039729
143.0	-0.0201410172633
146.0	-0.0121397140672
149.0	-0.0234595301097
153.0	-0.00665802235364
156.0	0.001699713458
159.0	-0.0147330702797
163.0	-0.0205711949774
166.0	-0.0231153881596
169.0	-0.0301580098669
172.0	-0.037311248669
176.0	-0.00727256189253
179.0	-0.0229801893652
182.0	-0.00920221553583
186.0	-0.0169208308465
189.0	-0.014597871854
192.0	-0.0247377722178
196.0	-0.0113285220381
199.0	-0.000279103215672
202.0	-0.0237913813943
206.0	-0.00875974715632
209.0	-0.0343983318372
212.0	-0.00910388947509
216.0	-0.00646136986343
219.0	-0.00262664390766
222.0	-0.0124592746864
226.0	-0.0173018451615
229.0	-0.0257456167372
232.0	0.00807863259596
235.0	0.021807443395
239.0	-0.0178549306359
242.0	-0.00702674600323
245.0	-0.0253646024221
249.0	0.018157079264
252.0	-0.0111072878483
255.0	-0.0118816075124
259.0	0.00689871691726
262.0	0.00843506558014
265.0	0.0164486594417
269.0	0.00174887685709
272.0	-0.00579766729416
275.0	-0.000279103215672
279.0	0.0124049903303
282.0	0.0179850081046
285.0	0.0255930059516
289.0	0.00891440632461
292.0	0.0472125028519
295.0	0.0350077500504
298.0	0.0437587912112
302.0	0.0367530418689
305.0	0.0207995985069
308.0	0.0730477396543
312.0	0.0682420415442
315.0	0.0437096281808
318.0	0.0672710693898
322.0	0.0591714397642
325.0	0.0520182009621
328.0	0.0650464364581
332.0	0.0599703411279
335.0	0.0982315649215
338.0	0.0631782368793
342.0	0.0954538468842
345.0	0.110841913738
348.0	0.14000795442
352.0	0.127827783318
355.0	0.149115428565
358.0	0.152987026886
362.0	0.124865703456
365.0	0.163446487869
368.0	0.185152020165
371.0	0.197774659646
375.0	0.142441530508
378.0	0.198266291056
381.0	0.220107022146
385.0	0.255824052758
388.0	0.235925266714
391.0	0.226989863359
395.0	0.261526978661
398.0	0.288124244462
401.0	0.307506817765
405.0	0.301963672356
408.0	0.355846488227
411.0	0.357321382825
415.0	0.342228294892
418.0	0.358771695724
421.0	0.41227349728
425.0	0.374897210245
428.0	0.415960733776
431.0	0.385811430273
434.0	0.422216745154
438.0	0.440566892238
441.0	0.472105054944
444.0	0.507797504224
448.0	0.488697619175
451.0	0.504331501918
454.0	0.50206999699
458.0	0.534935564834
461.0	0.568464835248
464.0	0.560709347941
468.0	0.609098181433
471.0	0.606775222441
474.0	0.633089800356
478.0	0.6789467317
481.0	0.641312337742
484.0	0.627251676027
488.0	0.647297951531
491.0	0.66556206322
494.0	0.713680499492
497.0	0.710091589057
501.0	0.711763136514
504.0	0.708911673378
507.0	0.743215263824
511.0	0.731452979402
514.0	0.744776193818
517.0	0.750897006401
521.0	0.76509286691
524.0	0.757312797904
527.0	0.795746092857
531.0	0.772909808282
534.0	0.769665040165
537.0	0.793877893278
541.0	0.766961066858
544.0	0.833355905116
547.0	0.832446387026
551.0	0.837067723311
554.0	0.813223593848
557.0	0.882801746526
561.0	0.814206857036
564.0	0.802211047759
567.0	0.853045748004
570.0	0.862694016958
574.0	0.88364981092
577.0	0.888172821145
580.0	0.850735080046
584.0	0.980685584828
587.0	0.878782658746
590.0	0.905797811595
594.0	0.868655049416
597.0	0.886906870071
600.0	0.861735335469
604.0	0.901901631575
607.0	0.911291793974
610.0	0.863591244382
614.0	0.884473293983
617.0	0.933734773569
620.0	0.899136204203
624.0	0.910185623025
627.0	0.920497594549
630.0	0.894859009868
633.0	0.933710191869
637.0	0.894072399538
640.0	0.90164352502
643.0	0.953264835963
647.0	0.90583468396
650.0	0.93314481573
653.0	0.940519288722
657.0	0.943518240949
660.0	0.960159968211
663.0	0.958500711788
667.0	0.962507508903
670.0	0.909214650871
673.0	0.934558256264
677.0	0.940224309802
680.0	0.967878583521
683.0	0.950167557307
687.0	0.940801976607
690.0	0.924430646565
693.0	0.980439768938
696.0	0.939536025533
700.0	0.974097722165
703.0	0.958709655312
706.0	0.966452851953
710.0	0.968062945346
713.0	1.00766386531
716.0	0.989166228768
720.0	0.93701641405
723.0	0.955735284416
726.0	0.935258831198
730.0	0.971860798937
733.0	0.999355292163
736.0	0.978301171771
740.0	0.987924859025
743.0	0.981054308477
746.0	0.977293327251
750.0	1.0144115081
753.0	0.976359227462
756.0	0.95591964624
760.0	0.94189585689
763.0	0.956276079225
766.0	1.00542694172
769.0	1.00279671314
773.0	1.0144975435
776.0	0.998421192373
779.0	0.983819735849
783.0	1.00255089725
786.0	0.989350590593
789.0	0.979776066369
793.0	0.996135105746
796.0	0.990026583828
799.0	1.01934011397
803.0	0.970545684464
806.0	0.93723764824
809.0	1.01877473783
813.0	0.956448150384
816.0	1.01964738392
819.0	0.966563469048
823.0	1.01266621591
826.0	0.986560581522
829.0	1.00421015367
832.0	0.961032614304
836.0	0.990665705066
