1AB. 0D X	1AB. 0D Y
3.0	0.0394462698422
7.0	0.0258904297466
10.0	0.015878438374
13.0	-0.00187178169861
17.0	-0.00516161306285
20.0	0.00192608382565
23.0	-0.00325338708471
27.0	0.00139326738456
30.0	-0.00594225101369
33.0	-0.00443053948831
36.0	-0.0145230729956
40.0	-0.0179058374492
43.0	-0.00694592837905
46.0	-0.0114314989506
50.0	0.00133131205359
53.0	-0.0125776735958
56.0	-0.00182221750818
60.0	-0.00235503376341
63.0	-0.0141823183964
66.0	-0.012497131647
70.0	-0.00552714994306
73.0	-0.00598561991265
76.0	-0.0210903445835
80.0	-0.0114500855685
83.0	-0.00607235733883
86.0	-0.00930642884944
90.0	-0.00900904296341
93.0	-0.025043098714
96.0	-0.0162144552224
100.0	0.00538319475079
103.0	-0.0049571602662
106.0	-0.0118899687344
109.0	-0.00522356857968
113.0	-0.0107685761844
116.0	-0.00383576771624
119.0	-0.0102543463612
123.0	-0.0120820305763
126.0	-0.00366848815535
129.0	-0.024640388598
133.0	-0.00461640566708
136.0	0.00155435146812
139.0	-0.0109544423632
143.0	-0.00891610987402
146.0	-0.0149877384425
149.0	-0.0153842528952
153.0	-0.00845144442709
156.0	0.0137347816549
159.0	-0.0168092269944
163.0	0.00552569221647
166.0	0.0106865763231
169.0	0.00318377836396
172.0	0.00148000499661
176.0	0.00764456665446
179.0	0.028740377945
182.0	0.0108848336424
186.0	0.0215101835908
189.0	0.026280748722
192.0	0.0249982720885
196.0	0.0405738578695
199.0	0.0502017259298
202.0	0.0455302893653
206.0	0.0567194333273
209.0	0.0625246535823
212.0	0.0788870729773
216.0	0.0731809812891
219.0	0.0983410662315
222.0	0.0902001276013
226.0	0.115013262467
229.0	0.106928083691
232.0	0.13205719106
235.0	0.113656439362
239.0	0.153481365995
242.0	0.145012063721
245.0	0.197544041505
249.0	0.209340348194
252.0	0.190710361603
255.0	0.213355057655
259.0	0.254202248272
262.0	0.242536047722
265.0	0.226142650754
269.0	0.289677906322
272.0	0.297211682039
275.0	0.391142253313
279.0	0.348244339252
282.0	0.357599603522
285.0	0.385634418758
289.0	0.369476452345
292.0	0.426580737941
295.0	0.435936002396
298.0	0.444076941026
302.0	0.532945756574
305.0	0.508293705792
308.0	0.558291707881
312.0	0.500152767162
315.0	0.52914789105
318.0	0.556947275731
322.0	0.622632383308
325.0	0.647643775494
328.0	0.588265726854
332.0	0.538063271968
335.0	0.578105042538
338.0	0.588817129913
342.0	0.598290109553
345.0	0.613778957722
348.0	0.58120281206
352.0	0.651900110987
355.0	0.670393795775
358.0	0.624026379649
362.0	0.702784075258
365.0	0.671694859027
368.0	0.626089494233
371.0	0.637012230068
375.0	0.733049284639
378.0	0.735762930849
381.0	0.725472140022
385.0	0.718923455052
388.0	0.746190023478
391.0	0.755347030614
395.0	0.744814613755
398.0	0.827995924232
401.0	0.756604724966
405.0	0.778846711088
408.0	0.846415262548
411.0	0.827679951728
415.0	0.845758535445
418.0	0.870627430165
421.0	0.882652971931
425.0	0.864921338477
428.0	0.862653771096
431.0	0.880540292971
434.0	0.891741828073
438.0	0.871575347677
441.0	0.85335426668
444.0	0.837202495745
448.0	0.919621754889
451.0	0.853162204838
454.0	0.860900433538
458.0	0.90413290672
461.0	0.952712130187
464.0	0.906419060719
468.0	0.922081383926
471.0	0.927496285391
474.0	0.904950717907
478.0	0.937960551256
481.0	0.949899355411
484.0	0.899783638137
488.0	0.904498443414
491.0	0.902404351257
494.0	0.909814216127
497.0	0.913506757607
501.0	0.910241708338
504.0	0.900681991272
507.0	0.924286995976
511.0	0.925439366284
514.0	0.930197540461
517.0	0.945940405803
521.0	0.905136584085
524.0	0.934553004522
527.0	0.96549352781
531.0	0.94297274242
534.0	0.942898395948
537.0	0.978702417643
541.0	0.917992327993
544.0	0.964960711368
547.0	0.969427695322
551.0	0.965171359828
554.0	0.935383206849
557.0	0.999265412492
561.0	0.91954121294
564.0	0.9242374316
567.0	0.93693209161
570.0	0.939614760247
574.0	0.914950318324
577.0	0.932576627549
580.0	0.970208333273
584.0	0.900081024023
587.0	1.00362707222
590.0	0.935432771225
594.0	0.972959152719
597.0	1.00549812496
600.0	0.96708578147
604.0	0.944013593021
607.0	0.933307701124
610.0	0.961206214557
614.0	0.986595534577
617.0	0.953139622399
620.0	0.941120276295
624.0	0.949465667722
627.0	0.970995166701
630.0	1.00449444759
633.0	0.963343675613
637.0	0.960152973001
640.0	0.979160887427
643.0	0.969006398588
647.0	0.999296390251
650.0	0.974954116309
653.0	0.982958753137
657.0	0.969966707241
660.0	1.01010141071
663.0	1.01875657917
667.0	1.01083867995
670.0	1.00086386163
673.0	1.01751127577
677.0	0.972618397934
680.0	0.974266411448
683.0	1.03796894639
687.0	1.00581409746
690.0	0.984142101018
693.0	0.987475301281
696.0	0.986762814138
700.0	1.03886729971
703.0	1.00366424545
706.0	1.01824234934
710.0	1.01661292245
713.0	0.989265812074
716.0	1.00409173766
720.0	1.00349077023
723.0	1.01508262431
726.0	0.982673758205
730.0	1.04739236165
733.0	1.01928939542
736.0	1.00298893154
740.0	1.01886190321
743.0	1.02397322313
746.0	0.976298548273
750.0	0.978113841348
753.0	0.955146977129
756.0	0.974235433689
760.0	0.970889842471
763.0	0.98525729809
766.0	0.951150854286
769.0	1.01038640546
773.0	1.00520693474
776.0	1.02596199124
779.0	0.982376372319
783.0	1.01030586351
786.0	0.987723122791
789.0	0.99499049038
793.0	0.977822650939
796.0	0.986137064794
799.0	0.995678195242
803.0	0.99831749498
806.0	1.01596239082
809.0	1.0176413821
813.0	0.99350356095
816.0	1.02891106801
819.0	0.993026504363
823.0	0.98525729809
826.0	0.990932412206
829.0	1.00712755185
832.0	0.990727959409
836.0	0.995399395974
839.0	1.03768395164
842.0	0.994581584787
846.0	1.00970489626
849.0	0.995659608624
852.0	1.05400300214
856.0	1.0037447874
859.0	1.02251727146
862.0	1.02299432804
866.0	1.00407934652
869.0	1.00326773081
872.0	1.00297034493
876.0	0.987184110872
879.0	0.977779282226
882.0	0.972816655253
886.0	0.985269689231
889.0	0.990114601019
892.0	0.986985853553
896.0	1.00308186463
899.0	0.970350830553
902.0	1.00038060956
905.0	0.981310739623
909.0	1.01420285779
912.0	1.02869422407
915.0	0.993522147568
919.0	1.00451303421
922.0	1.02246770708
