Abeta40-0drug.txt: column 1 X	Abeta40-0drug.txt: column 1 Y
0.0	0.000730805904912
6.0	0.000243674874914
12.0	-0.00170491991049
18.0	-0.00267895197266
24.0	-0.000729594007006
30.0	-0.00219048051323
36.0	0.00268248954784
42.0	0.000734838511575
48.0	0.00171068093085
54.0	-0.00169799812436
60.0	-0.00218308583088
66.0	-0.000231721043022
72.0	-0.00266468048185
78.0	-0.00168660705118
84.0	-0.0021694273948
90.0	0.00465666414493
96.0	0.00368850655071
102.0	0.00515757467517
108.0	-0.00116718489629
114.0	-0.00018217676335
120.0	0.000317661958789
126.0	-0.00210330003489
132.0	0.00035066304347
138.0	-0.000602364308788
144.0	-0.00155129759616
150.0	-0.00249535423678
156.0	-0.000510378433693
162.0	1.99046613687e-05
168.0	-0.000903182660345
174.0	-0.000354842139103
180.0	-0.00223083032213
186.0	-0.00068246772435
192.0	-0.00106634039998
198.0	3.11418335154e-05
204.0	-0.00371990884214
210.0	0.00083949097948
216.0	-0.00479908356637
222.0	0.00275648712465
228.0	-0.00376969384827
234.0	0.00145311906883
240.0	-0.0034886415913
246.0	0.00382899216008
252.0	3.51517591317e-05
258.0	0.000738032419452
264.0	0.00303531071465
270.0	0.00500285856045
276.0	0.00520817738261
282.0	0.0070959590957
288.0	0.00778321190545
294.0	0.0107274689389
300.0	0.013060474677
306.0	0.0138717060081
312.0	0.0151838685852
318.0	0.0156203185283
324.0	0.0177141037525
330.0	0.0152414465676
336.0	0.0141719555522
342.0	0.0136675839603
348.0	0.00851779787649
354.0	0.00472821587513
360.0	-0.00435559752265
366.0	-0.00735910537114
372.0	-0.0128873504263
378.0	-0.016890837874
384.0	-0.0202151778683
390.0	-0.0154581762956
396.0	-0.0191373596395
402.0	-0.0259041412831
408.0	-0.0256050963125
414.0	-0.0286219620051
420.0	-0.0205620050681
426.0	-0.0158449461329
432.0	-0.0118944588125
438.0	0.00259559903592
444.0	0.0106531244287
450.0	0.0240510948841
456.0	0.00391259075483
462.0	0.0151706355429
468.0	0.0229288439945
474.0	0.0269368244952
480.0	0.0216419960479
486.0	0.0249332814787
492.0	0.0260060333678
498.0	0.0150753315852
504.0	0.0213707883306
510.0	0.0181244690774
516.0	0.0136710485841
522.0	0.0105163740194
528.0	0.00435760294294
534.0	0.0021052018219
540.0	0.00141671211265
546.0	-0.01028052623
552.0	-0.00414792962243
558.0	-0.0112756762258
564.0	-0.0106269086602
570.0	-0.0225816167591
576.0	-0.0183171354169
582.0	-0.0177363399436
588.0	-0.0222335389239
594.0	-0.0224896518657
600.0	-0.0257554594149
606.0	-0.0256447324635
612.0	-0.0255197592251
618.0	-0.0238749463137
624.0	-0.0352863000811
630.0	-0.0280490362231
636.0	-0.0289261469289
642.0	-0.0169376749296
648.0	-0.015929207457
654.0	-0.0200294354064
660.0	-0.0258053905612
666.0	-0.0205693446747
672.0	-0.0203805259282
678.0	-0.0203501420275
684.0	-0.0248478634739
690.0	-0.0172950323724
696.0	-0.0152185729201
702.0	-0.0176328438891
708.0	-0.0108859743537
714.0	-0.014456932485
720.0	-0.0181061256882
726.0	-0.0159795926691
732.0	-0.0144041906929
738.0	-0.0275026914898
744.0	-0.0177548388433
750.0	-0.0319271905081
756.0	-0.0134995517174
762.0	-0.0248299240304
768.0	-0.0128093701194
774.0	-0.0139748332854
780.0	-0.0205280206999
786.0	-0.0305173779823
792.0	-0.0200674368334
798.0	-0.0174337881465
804.0	-0.0240760213891
810.0	-0.0112472764172
816.0	-0.0101269530307
822.0	-0.0109694792125
828.0	-0.00841426198889
834.0	-0.0126913641258
840.0	-0.0106451767515
846.0	-0.0125059859977
852.0	-0.0153496675244
858.0	-0.0177137954346
864.0	-0.00936635127462
870.0	-0.00833321565543
876.0	-0.00681852453745
882.0	-0.00579614252967
888.0	-0.0106248219203
894.0	-0.0169192834818
900.0	-0.0154222513293
906.0	-0.00954379048541
912.0	-0.0143868953303
918.0	-0.00900150043816
924.0	-0.0182347389061
930.0	-0.0123669286951
936.0	-0.0220916991538
942.0	-0.00356049837043
948.0	-0.00695515320078
954.0	-0.0108385289896
960.0	-0.0079024207885
966.0	-0.00545475577263
972.0	-0.00544423049086
978.0	-0.00494751359588
984.0	-0.0107853628417
990.0	-0.00541834850684
996.0	-0.00736014064409
1002.0	-0.00832820043598
1008.0	-0.00393762748927
1014.0	-0.00783007329986
1020.0	-0.00538936670176
1026.0	-0.00587233451387
1032.0	-0.00927893336894
1038.0	-0.00148020993988
1044.0	-0.00391310199861
1050.0	-0.00244866338357
1056.0	-0.0121901871921
1062.0	-0.0194959370543
1068.0	-0.0165706263454
1074.0	-0.00926068094383
1080.0	-0.0107205878325
1086.0	-0.0146166783914
1092.0	-0.00340959510884
1098.0	-0.01071639538
1104.0	-0.00876644193118
1110.0	-0.0131502490778
1116.0	-0.0141237275652
1122.0	-0.0102252560812
1128.0	-0.0121733126182
1134.0	-0.00924940281571
1140.0	-0.0136336180606
1146.0	-0.0116842417853
1152.0	-0.0116837351625
1158.0	-0.00583683002703
1164.0	-0.00681082404214
1170.0	-0.00973367361204
1176.0	-0.0131437630983
1182.0	-0.0150922732806
1188.0	-0.00924554987164
1194.0	-0.00729648452475
1200.0	-0.0111938904152
1206.0	-0.0048600353339
1212.0	-0.0111935022239
1218.0	-0.0233734340691
1224.0	-0.0219116717145
1230.0	-0.0146034766094
1236.0	-0.00924411032116
1242.0	-0.00875679524099
1248.0	-0.0063206750913
1254.0	-0.00924380791387
1260.0	-0.00729491010939
1266.0	-0.00632042805792
1272.0	-0.00875638071029
1278.0	-0.00778191224038
1284.0	-0.00583304173804
1290.0	-0.00729460405277
1296.0	-0.010217782938
1302.0	-0.0116793543158
1308.0	-0.00875609415242
1314.0	-0.0092432650538
1320.0	-0.0126536627619
1326.0	-0.00437116886114
1332.0	-0.0111919995854
1338.0	-0.00437112243513
1344.0	-0.00583271432469
1350.0	-0.0121663474902
1356.0	-0.0107047194074
1362.0	-0.00778148107973
1368.0	-0.00583265204664
1374.0	-0.0092430675821
1380.0	-0.0136278921531
1386.0	-0.00729423116855
1392.0	0.00147544856404
1398.0	-0.00778141821055
1404.0	-0.00437098341426
1410.0	-0.00290936505492
1416.0	-0.000960543385494
1422.0	-0.0126534325154
1428.0	-0.00729418437989
1434.0	-0.0165510547995
1440.0	-0.000960524879376
1446.0	-0.00924298822921
1452.0	-0.0102173928824
1458.0	-0.00631975846601
1464.0	0.000988303215918
1470.0	-0.00388373376768
1476.0	-0.00339652767442
1482.0	-0.00437093360827
1488.0	0.00196271932971
1494.0	0.000988313046505
1500.0	-0.00290931701261
1506.0	-0.00193490783392
1512.0	-0.00437092635014
1518.0	-0.00290931347926
1524.0	-0.0165510227404
1530.0	0.000501115905219
1536.0	-0.00437092268051
1542.0	-0.00388371803257
1548.0	0.000988321973277
1554.0	-0.00339651287442
1560.0	-0.00193490054173
1566.0	-0.000473288259318
1572.0	0.00196273184666
1578.0	0.00244993616957
1584.0	-0.00437091859764
1590.0	-0.0019348985924
1596.0	-0.000473286497471
1602.0	1.39176920496e-05
1608.0	-0.0019348978172
1614.0	0.000501122072168
1620.0	-0.0063197328467
1626.0	-0.00193489724485
1632.0	-0.00924295613954
1638.0	-0.00388371269916
1644.0	-0.00924295587228
1650.0	-0.00778134394761
1656.0	-0.00193489660396
1662.0	-0.00437091620029
1668.0	-0.0248334814456
1674.0	-0.0111917711491
1680.0	-0.00875575139993
1686.0	-0.00290930409742
1692.0	-0.00826854734092
1698.0	-0.0102173630399
1704.0	-0.00778134330371
1710.0	-0.017525422002
1716.0	-0.00485811960429
1722.0	-0.00290930383021
1728.0	-0.00290930379942
1734.0	-0.00144769196158
1740.0	-0.00485811948642
1746.0	-0.000960487973682
1752.0	-0.00388371157313
1758.0	-0.00534532336455
1764.0	-0.00388371153777
1770.0	-0.00437091546259
1776.0	-0.000960487888877
1782.0	-0.00485811936648
1788.0	-0.0165510138353
1794.0	0.000501123953847
1800.0	-0.007294139026
1806.0	-0.00388371145773
1812.0	0.000988327915747
1818.0	-0.0058325271935
1824.0	-0.00193489568739
1830.0	-0.00193489568187
1836.0	-0.00047328386688
1842.0	-0.00339650748237
