X	Abeta40-0drug.txt: column 1
0.0	0.0
25.2565656566	1.34798370255e-06
50.5131313131	6.15845177987e-06
75.7696969697	1.71667898526e-05
101.026262626	4.0632225136e-05
126.282828283	8.98947300753e-05
151.539393939	0.000192949851535
176.795959596	0.000408319639386
202.052525253	0.000858116603981
227.309090909	0.00179654433189
252.565656566	0.00375036938075
277.822222222	0.00780087977953
303.078787879	0.0161242035271
328.335353535	0.0329229846729
353.591919192	0.0656429556715
378.848484848	0.12525970433
404.105050505	0.222186530269
429.361616162	0.35544850238
454.618181818	0.505186097717
479.874747475	0.643906564343
505.131313131	0.75476858847
530.387878788	0.835396935915
555.644444444	0.891011601839
580.901010101	0.928329761863
606.157575758	0.95302865998
631.414141414	0.969266098058
656.670707071	0.979906246757
681.927272727	0.986867704751
707.183838384	0.99141892404
732.44040404	0.994393326172
757.696969697	0.996336882407
782.953535354	0.997606751317
808.21010101	0.99843641793
833.466666667	0.998978468965
858.723232323	0.999332607214
883.97979798	0.999563975393
909.236363636	0.999715134224
934.492929293	0.999813890112
959.749494949	0.9998784098
985.006060606	0.999920562115
1010.26262626	0.999948101266
1035.51919192	0.999966093275
1060.77575758	0.999977847899
1086.03232323	0.999985527485
1111.28888889	0.999990544749
1136.54545455	0.999993822651
1161.8020202	0.999995964185
1187.05858586	0.999997363302
1212.31515152	0.99999827738
1237.57171717	0.99999887457
1262.82828283	0.999999264729
1288.08484848	0.999999519629
1313.34141414	0.999999686162
1338.5979798	0.999999794962
1363.85454545	0.999999866043
1389.11111111	0.999999912483
1414.36767677	0.999999942823
1439.62424242	0.999999962645
1464.88080808	0.999999975595
1490.13737374	0.999999984056
1515.39393939	0.999999989583
1540.65050505	0.999999993194
1565.90707071	0.999999995554
1591.16363636	0.999999997095
1616.42020202	0.999999998102
1641.67676768	0.99999999876
1666.93333333	0.99999999919
1692.18989899	0.999999999471
1717.44646465	0.999999999654
1742.7030303	0.999999999774
1767.95959596	0.999999999852
1793.21616162	0.999999999904
1818.47272727	0.999999999937
1843.72929293	0.999999999959
1868.98585859	0.999999999973
1894.24242424	0.999999999982
1919.4989899	0.999999999989
1944.75555556	0.999999999993
1970.01212121	0.999999999995
1995.26868687	0.999999999997
2020.52525253	0.999999999998
2045.78181818	0.999999999999
2071.03838384	0.999999999999
2096.29494949	0.999999999999
2121.55151515	1.0
2146.80808081	1.0
2172.06464646	1.0
2197.32121212	1.0
2222.57777778	1.0
2247.83434343	1.0
2273.09090909	1.0
2298.34747475	1.0
2323.6040404	1.0
2348.86060606	1.0
2374.11717172	1.0
2399.37373737	1.0
2424.63030303	1.0
2449.88686869	1.0
2475.14343434	1.0
2500.4	1.0
