2ABETA-10D2.txt: column 1 X	2ABETA-10D2.txt: column 1 Y
0.0	0.0401323783858
3.0	0.0155599624452
7.0	0.0150207558258
10.0	0.0136892456024
13.0	0.000693265653498
17.0	-0.0199506449173
20.0	-0.00386248006949
23.0	-0.0193784256478
27.0	-0.0222175135621
30.0	-0.019686543716
33.0	-0.0331336965505
36.0	-0.00528202402665
40.0	-0.0288970731125
43.0	-0.0300415116516
46.0	-0.0174526877214
50.0	-0.0263110821828
53.0	-0.0134361486178
56.0	-0.0331887176341
60.0	-0.0327265405318
63.0	-0.0289851068463
66.0	-0.0240222051046
70.0	-0.0236920786029
73.0	0.00194774635983
76.0	-0.00822014989148
80.0	0.00508394812565
83.0	0.019092316013
86.0	0.00247594876249
90.0	0.0113013305737
93.0	0.0266302044677
96.0	0.0600280022196
100.0	0.0438297952045
103.0	0.0625259594155
106.0	0.0695356454676
109.0	0.0947573101948
113.0	0.0927325343179
116.0	0.115951431602
119.0	0.133613199441
123.0	0.13673839699
126.0	0.166053630338
129.0	0.202180473837
133.0	0.203919140079
136.0	0.211060876732
139.0	0.2576307219
143.0	0.263969150732
146.0	0.299941935197
149.0	0.34619265808
153.0	0.349934091766
156.0	0.380030624501
159.0	0.391497018326
163.0	0.46430091616
166.0	0.451789121746
169.0	0.525627415952
172.0	0.525979550887
176.0	0.544026466312
179.0	0.58999107956
182.0	0.577061124912
186.0	0.632291288641
189.0	0.646376686045
192.0	0.619207274958
196.0	0.664269542435
199.0	0.697128133568
202.0	0.696831019716
206.0	0.683989098801
209.0	0.72394540972
212.0	0.754625165941
216.0	0.752567377414
219.0	0.759852168884
222.0	0.74784656844
226.0	0.766069551332
229.0	0.781915623412
232.0	0.814146974192
235.0	0.846543388222
239.0	0.810207464605
242.0	0.786526390219
245.0	0.83621042872
249.0	0.817624306676
252.0	0.81186910133
255.0	0.855819942919
259.0	0.817272171741
262.0	0.851044112861
265.0	0.863753983175
269.0	0.867517425294
272.0	0.851110138161
275.0	0.883770653393
279.0	0.850835032743
282.0	0.880953573912
285.0	0.892541014121
289.0	0.916794307776
292.0	0.885531328068
295.0	0.900497062811
298.0	0.897580945379
302.0	0.88921774067
305.0	0.882659227504
308.0	0.838235204596
312.0	0.878708713701
315.0	0.873888866776
318.0	0.881998974501
322.0	0.903743306744
325.0	0.898593333318
328.0	0.862048329583
332.0	0.87720113601
335.0	0.906087204906
338.0	0.944535938133
342.0	0.913977228295
345.0	0.912711743372
348.0	0.921339049283
352.0	0.880073236574
355.0	0.950918383832
358.0	0.910929060263
362.0	0.938351568335
365.0	0.914890578283
368.0	0.892904153272
371.0	0.950819345881
375.0	0.923792989612
378.0	0.940222285178
381.0	0.921834239035
385.0	0.915440789119
388.0	0.919842475808
391.0	0.924519267915
395.0	0.943138402609
398.0	0.927413376913
401.0	0.959391630708
405.0	0.903765315177
408.0	0.943149406826
411.0	0.950203109745
415.0	0.939507011091
418.0	0.964431561967
421.0	0.932772430457
425.0	0.915110662618
428.0	0.962890971626
431.0	0.95975476986
434.0	0.980475709948
438.0	0.953625421145
441.0	0.933223603342
444.0	0.958313217469
448.0	0.94921273024
451.0	0.939033829772
454.0	0.906010175388
458.0	0.959237571674
461.0	0.971386226935
464.0	0.964794701118
468.0	0.94336949116
471.0	0.969999695628
474.0	0.962483815607
478.0	0.95643149641
481.0	0.988552805022
484.0	0.982137346673
488.0	0.952150856105
491.0	0.941377727934
494.0	0.972354598007
497.0	0.974918580503
501.0	0.987089244198
504.0	0.99607968926
507.0	0.980310646697
511.0	0.969911661894
514.0	0.952513995256
517.0	0.951952780204
521.0	0.968459105287
524.0	0.987463387566
527.0	0.981917262338
531.0	0.950896375398
534.0	0.957091749413
537.0	0.944689997167
541.0	0.967237637231
544.0	0.966192236642
547.0	0.978682022622
551.0	0.983876012915
554.0	0.975655863023
557.0	0.971837399821
561.0	1.00061342655
564.0	0.942489153823
567.0	0.992008129072
570.0	0.991975116422
574.0	1.00540026082
577.0	0.986384974327
580.0	1.00401372952
584.0	0.979837465378
587.0	0.980013532845
590.0	0.972629703425
594.0	0.975567829289
597.0	0.977900723235
600.0	0.973741129314
604.0	1.03133719964
607.0	0.988013598402
610.0	0.996376803111
614.0	0.985779742408
617.0	0.991116787518
620.0	1.00271523194
624.0	0.993075538094
627.0	0.991942103772
630.0	0.942753255024
633.0	0.993856837482
637.0	0.943523550194
640.0	0.99486922542
643.0	1.016833642
647.0	1.00856947524
650.0	0.988607826105
653.0	0.972464640174
657.0	0.998621663322
660.0	1.01415961733
663.0	0.989422138143
667.0	0.990324483914
670.0	0.937867382799
673.0	0.982896637626
677.0	0.970274801046
680.0	0.943391499594
683.0	1.00405774638
687.0	0.971023087783
690.0	0.955870281357
693.0	0.978671018405
696.0	0.985240535788
700.0	0.991920095339
703.0	0.987947573102
706.0	0.996321782028
710.0	1.02974158821
713.0	0.953449353678
716.0	0.973025855227
720.0	0.989422138143
723.0	1.01318024205
726.0	0.95790606145
730.0	0.994109934466
733.0	1.01269605651
736.0	0.97244263174
740.0	0.98154311897
743.0	0.979815456944
746.0	0.984954426154
