22033,20461,21380
20638,21376,20282
20943,19161,20760
20332,19929,19593
19687,20422,19898
19773,20576,19310
19578,19497,20653
20284,19715,19755
19610,19259,18872
20328,19339,18469
19273,19926,18455
19051,19177,19846
19670,19449,18617
19296,18467,19497
18744,19440,18958
19121,18970,17871
18464,18892,19040
18372,18500,18455
18566,18946,17957
18937,19133,19111
19854,19841,19241
19310,18591,19079
17708,18722,19489
19406,18908,19301
19095,18435,19356
18975,18421,18792
18632,18593,19497
19405,19042,18781
19896,19161,19051
19558,18503,19022
18803,19462,19188
17644,19232,17588
19381,18605,19334
18658,19008,18273
18309,18095,18941
18478,18969,19234
18729,18252,18382
19553,19305,19334
19899,18797,18835
19399,17922,20425
18179,18822,19676
20077,19558,18566
18807,18571,19084
19247,19787,20132
18908,19133,18142
18976,19441,18574
18898,18520,18533
18453,18234,18801
20084,18806,19762
19265,18315,20257
19873,19286,17891
18351,17915,19076
19330,18708,18827
19851,19851,19074
19102,18839,18744
18730,18920,19016
18822,17897,18647
19710,17900,18634
18696,17859,19613
19454,19105,19065
19439,19277,19860
19632,20205,19487
19559,19530,19281
19163,18188,19823
19026,18836,18925
18919,19604,18374
19411,19661,18855
19157,18177,19045
20008,19087,19105
20048,19101,19878
19115,18854,19214
19251,19196,19062
19133,19188,19582
18611,18665,20400
19302,18897,18156
19213,18957,18745
19008,19142,18569
18918,19844,19639
20009,19359,19224
18801,19188,19164
18309,20103,19774
20331,20441,19547
20014,20107,19610
19006,19395,20001
19974,18151,19154
20311,18613,19518
19381,20179,19076
19577,19506,18901
19175,19716,20899
19278,19319,20771
19908,19772,19518
19137,20226,18373
19999,18719,19657
19103,19496,18997
20255,19334,19978
19677,19475,19744
20216,20569,20400
19499,18897,20538
20533,20423,20736
20245,19170,19733
21282,19622,19706
19749,20633,19877
20583,20021,19878
21809,20231,22544
22307,20102,20161
19795,19585,20137
20838,19776,20841
21449,21254,20662
22852,20283,20734
21247,20165,20755
22637,20844,21866
21089,20287,21716
22951,20756,20739
21230,20596,21213
23496,21149,21921
23446,22950,22543
22975,22220,20988
22638,23101,21751
24192,22789,22032
22398,22590,23262
23661,21598,22573
24463,23960,22585
25683,22557,22564
24262,22709,23574
24864,23025,23113
24533,24007,22888
25784,23179,24364
27215,23736,24502
26889,23869,25335
26210,24945,24531
26858,24427,24684
27927,24356,25519
27460,25110,25642
27351,25799,25310
26267,24946,25007
28304,26756,26716
27645,25292,25879
28788,25033,27478
27714,27079,28447
28005,26994,28390
29536,25361,27233
29672,26138,28334
28902,26673,29145
29034,27847,28147
30050,28455,27620
28934,26506,28402
31376,27990,27659
30137,27950,29135
30823,28776,29943
29503,29107,29951
32262,29632,31314
30995,30858,29132
30678,28728,29774
33512,31290,30926
31613,31469,32579
33258,29788,30762
31761,31300,30779
34788,30414,31542
31897,30978,31208
33526,33341,30666
33613,34053,33353
34217,32025,32521
33126,33135,32824
34237,32627,33456
34226,32614,34634
36051,31973,32323
34652,33238,34163
34287,32029,32793
36272,34403,33490
35605,34857,34923
35695,32304,33835
35497,31687,32899
35071,32152,35135
34734,33402,34803
34803,33617,35300
37009,33201,34704
37284,35087,36422
37442,33948,36048
35339,33279,34617
37266,34544,34992
36652,34446,35601
35752,35909,34547
37614,35716,36506
35529,34356,37423
37648,36270,36020
35697,34623,35862
37915,34297,35520
35004,34426,36117
38197,36789,36772
37742,35001,38187
36494,36264,37312
37482,36518,37085
36455,34632,37453
36793,37347,37239
38630,36573,39083
36777,36286,36679
39307,38058,36096
37364,36200,36415
38432,35532,37110
38332,36885,38600
37762,37782,36009
37679,35892,37387
38331,37554,37127
37780,36295,37778
39325,36458,36621
38438,35213,37821
37471,35946,38587
37013,36443,37874
38270,37056,38181
37786,36065,38779
37803,37985,38396
37802,37067,37797
38676,37453,37612
37888,37334,37018
37249,36725,37714
39595,36992,36915
38653,36318,38118
38083,39876,38025
39220,37175,37935
39076,37821,38313
37660,38011,38150
38465,38080,38270
38961,35486,37263
38200,39199,39194
39741,36509,39180
39511,35482,36599
38043,38334,37384
39263,37096,38952
38342,36851,38864
38185,38545,38257
39955,37548,37973
38403,38471,37388
39279,39993,37639
39959,37176,37684
38038,36191,38974
39197,35510,36248
38306,38111,39909
38089,37980,38720
39006,37607,38610
40117,36945,37191
37566,35719,37972
39474,36440,37525
38378,35154,38344
37623,35785,38406
39491,37924,37824
36822,37141,37458
40277,37800,38611
40398,37646,38741
39425,37130,37131
39100,37274,38629
39018,38937,39010
39328,37233,38080
39682,37745,38591
41399,37380,39212
40041,37208,37823
38456,37908,37255
39433,37682,38136
39772,36961,38507
39203,37440,38375
38146,36725,39854
38785,36908,38346
38729,35369,38029
39567,36192,36981
39219,37005,35647
39941,37286,38602
39516,37410,38158
40594,36877,39678
40593,39340,39070
38697,36678,39185
40438,37420,41698
40141,37596,38074
41802,37104,36860
38403,37524,39414
38895,37262,38607
38964,37868,39663
38509,37235,37457
39529,38211,38793
39180,36063,38470
39679,39032,38773
