21942,20971,21724
20921,22904,22315
20352,21279,20267
20780,20831,19722
20232,21408,19829
20352,20332,20703
19127,19738,19283
20584,20354,20964
20046,19820,19566
20332,20205,19122
19936,20096,19451
20591,19682,20008
19909,18884,19798
19080,20653,19162
19823,20137,19535
18874,18977,19381
20472,20422,19341
20163,20823,19446
19813,19161,18856
19208,18614,20115
19508,19511,19832
20351,19717,20835
20076,20945,20084
21166,20591,21491
20429,19824,20608
19755,20159,21190
20848,21417,20982
21082,20781,21197
20103,20382,20518
20736,20875,20430
19178,19709,21665
21239,20761,20179
20828,21592,21604
20467,21636,21146
20955,21303,21879
20400,21897,22186
21034,23327,21236
19684,21831,21694
20420,20932,22759
20535,23029,21057
20820,23192,22091
20457,23172,22409
19989,22954,22754
21908,23425,23174
21943,23752,23458
22149,24891,24315
23151,22580,23765
22242,26186,25290
22188,26093,25006
23920,26286,25956
24905,26747,26381
24812,26567,26721
25105,26914,26945
24802,28623,28187
27463,28341,28450
25545,28333,28310
28195,29101,27074
28496,32117,30947
28598,30814,30861
29687,30678,31352
28689,30470,33218
30562,35692,33267
30408,33855,31038
33343,34581,33611
33995,34655,33951
33803,36081,35177
34799,37838,35508
37380,37440,37051
34790,38991,37155
38091,38848,38934
38357,41682,39723
38228,38943,38862
38960,42770,41326
40818,41486,41544
41145,42914,42312
40496,41215,43477
41424,42673,44850
42650,43212,41963
42127,43821,44700
43749,44121,45311
42725,45287,43085
43295,46163,45012
43351,44372,45913
41728,47887,46312
46684,45977,45586
44738,47148,45765
46826,46830,46069
45395,48104,48939
44224,46860,47749
48495,47168,47698
46371,48560,47791
47835,47420,50548
47455,46340,47403
46836,46901,50133
44882,48237,48004
47375,47545,49859
48673,49026,49665
48184,50207,48042
48820,48418,47303
47238,48857,50462
48715,49739,51666
46304,49189,49439
49437,50387,48774
49766,50121,48086
48319,50324,50811
48174,48752,50452
50921,51365,51689
47874,50588,49364
49047,53736,51323
47625,49914,51445
48636,49596,50188
49255,51124,51485
49884,51404,51012
49664,49790,51408
52116,49701,51639
51373,49902,50851
48967,51666,52014
50162,51008,51172
50867,52956,49451
51630,50680,49715
50815,50159,50740
49267,54581,51865
50678,51386,49612
49966,51188,49672
49120,51406,50203
49012,49853,50290
48815,51330,49326
49428,49832,48919
52302,51469,52642
51034,51678,50039
52023,51957,48885
50406,52595,50374
52962,49036,51755
50883,51419,52424
51380,50875,52827
49536,53635,52337
50234,53548,51419
52135,52587,51183
51560,52438,51930
52576,49788,51780
49879,50475,52147
52815,52341,52903
51886,51319,51768
52917,50519,53317
51301,48988,51054
53077,51532,53444
52337,52342,55412
53905,50600,53252
51550,51984,52214
52478,52651,51332
53076,50415,53198
52940,51950,51972
53092,51650,52396
54095,52507,52318
51530,51734,53067
54138,51140,52426
53012,50260,53308
52763,50024,50315
54919,48479,52606
53675,53057,54451
51935,52997,52338
52337,52515,51592
52177,52049,49799
52723,53392,53214
51800,50829,51309
54284,52102,48657
54604,52408,49036
52342,52171,46955
54604,51839,45345
53719,50758,46011
54358,52410,45540
54278,51189,46775
57232,49035,46521
54474,53077,45766
53743,52173,47873
53335,50255,45011
54803,51332,44710
53771,50888,45113
54091,51198,46368
53462,50077,44798
51855,50195,46344
53671,51818,46243
52896,51831,46496
53796,53500,45002
51928,49172,46390
54334,51125,46314
52632,49637,46709
52683,50519,46715
54013,53468,43898
52302,52466,46499
52929,50858,45298
52657,52617,45615
53953,51288,45535
51996,51340,46770
52735,50806,44200
54820,50377,45833
51452,50907,43930
55023,49574,46002
54247,51597,45275
54422,51120,46670
53420,52743,42308
54799,51174,44128
53574,51294,46708
52746,53044,45370
52596,50442,45629
53691,52039,47568
53231,51956,46094
54316,51228,44385
54291,51246,44795
54750,49870,43646
55431,50376,44525
53050,50411,44078
53958,52776,44070
52124,52333,44061
53870,49770,42964
52756,52650,44572
55182,50482,44073
53780,52147,45672
52222,50869,44505
52670,50288,44139
52251,49728,44027
55331,53343,45006
51478,49531,45323
52647,50810,46049
52269,51731,44766
54695,51211,46523
55778,50610,46790
56012,50274,45777
52459,50308,48693
54811,49876,46671
54553,50879,47052
54089,51393,45295
55106,53983,46290
53978,50940,47084
53008,52011,46732
53525,52679,45766
52846,52530,45240
52962,53239,44672
54551,52166,45312
53172,50928,46060
52962,50888,46956
51849,52229,46007
53299,50974,46216
55653,50343,46427
52221,50716,47163
52209,52012,47007
56822,51919,45537
54031,49426,46187
52766,50016,47732
52285,50107,45824
51687,52709,46469
52665,49880,46413
52157,51359,46497
52633,50796,45999
53388,51493,46882
53693,52359,46606
52752,51562,45743
53412,49901,45570
54918,50076,45663
51209,51090,46569
52954,51393,46458
53633,50189,45355
51833,50946,44918
52240,50336,44808
53661,50847,47333
52380,52055,47236
54524,51533,46464
53982,52168,46013
52815,50389,46137
53215,51771,45604
51345,50597,46548
53141,53478,44799
54608,52088,47315
53874,52279,46448
53754,52798,46853
50460,52311,45784
52446,51634,43607
53703,51171,44083
53859,51008,44779
