---------------------------------
    Results for GMC_10075_G5_5uM_Day6.avi 
---------------------------------
Raw data:
Particle    BPM    Bend Measure    Speed    Area    Appears in frames    Region
518    33.396226    3.644252    0.019049    0.008349    522    all
519    53.846154    2.107738    0.029418    0.008228    586    all
520    12.600969    2.777633    0.005039    0.011011    615    all
521    21.787709    0.574037    0.010464    0.005808    1074    all
522    41.052632    2.463155    0.018761    0.008228    264    all
523    35.789474    2.753419    0.000614    0.008591    264    all
524    50.902527    3.250786    0.037376    0.008833    270    all
525    26.344086    2.424299    0.014048    0.006534    551    all
526    48.000000    1.720413    0.029519    0.008954    371    all
527    45.120000    4.051513    0.027790    0.003388    625    all
528    24.358974    2.920287    0.002246    0.007260    217    all
529    6.456241    3.463494    0.000554    0.009559    439    all
530    7.114625    2.058293    0.003278    0.010648    507    all
531    23.324397    2.150106    0.006030    0.009922    364    all
532    47.033898    2.833148    0.025578    0.008470    236    all
533    49.600000    2.100666    0.031506    0.007381    367    all
534    25.744934    2.490786    0.017038    0.007260    828    all
535    31.034483    1.073960    0.015282    0.009317    724    all
536    0.000000    1.899532    0.001019    0.007865    775    all
537    39.177102    3.502990    0.019077    0.007139    548    all
538    28.977273    1.866894    0.000781    0.008470    207    all
539    55.940594    2.977090    0.022626    0.007199    586    all
540    53.750000    0.482677    0.005946    0.009922    240    all
541    49.833887    3.076518    0.029647    0.010043    302    all
542    44.101633    1.180184    0.031521    0.007986    548    all
543    0.000000    3.475112    0.027410    0.009075    587    all
544    48.333333    1.666038    0.017843    0.005203    361    all
545    29.149798    3.895061    0.024852    0.009438    212    all
546    43.973941    1.828135    0.026157    0.008833    913    all
547    39.080460    3.527858    0.011990    0.005566    229    all
548    33.333333    1.314891    0.029924    0.006897    311    all
549    78.040541    2.487963    0.037583    0.009196    294    all
550    33.236152    2.830905    0.014794    0.003146    631    all
551    20.603015    1.670526    0.009866    0.007744    597    all
552    52.631579    0.808631    0.033653    0.009438    280    all
553    22.110553    3.362153    0.004902    0.004477    454    all
554    25.095057    2.136212    0.016874    0.008712    261    all
555    41.554054    2.066328    0.020803    0.008228    277    all
556    59.322034    1.902221    0.030415    0.010043    346    all
557    73.728814    2.881651    0.039396    0.008954    353    all
558    35.744681    1.472455    0.013740    0.006413    230    all
559    10.009533    3.489240    0.000416    0.010043    725    all
560    63.870968    2.778574    0.039470    0.010648    307    all
561    30.769231    2.953609    0.011757    0.009922    313    all
562    8.391608    1.109966    0.002582    0.004537    265    all
563    32.456140    2.655774    0.009634    0.007744    302    all
564    46.753247    3.139097    0.021803    0.004477    232    all
565    32.012195    3.482503    0.016149    0.006776    325    all
566    36.956522    3.713847    0.023256    0.009317    276    all
567    53.038674    1.507581    0.018559    0.007744    357    all
568    45.077720    1.283675    0.013172    0.005808    551    all
569    5.853659    2.117202    0.002754    0.003267    203    all
570    1.734104    3.783098    0.001104    0.008833    314    all
571    65.201465    3.377922    0.036716    0.009801    807    all
572    44.092219    3.337434    0.029835    0.006171    345    all
573    31.832797    3.050601    0.020706    0.006897    301    all
574    0.000000    4.056969    0.000789    0.003751    311    all
575    37.681159    3.561519    0.002834    0.007986    350    all
576    34.661355    2.769308    0.012099    0.007744    249    all
577    4.417178    1.713238    0.016298    0.007986    811    all
578    0.000000    0.372030    0.001746    0.003751    336    all
579    40.955631    2.934579    0.031225    0.003267    584    all
580    13.333333    2.164121    0.003245    0.008107    493    all
581    54.385965    2.556631    0.036223    0.006110    342    all
582    26.744186    3.346124    0.016944    0.008833    211    all
583    30.882353    2.411007    0.006247    0.007260    338    all
584    21.842496    3.139168    0.011742    0.006050    669    all
585    0.000000    1.004862    0.000630    0.008954    408    all
586    39.344262    4.127303    0.025673    0.008712    605    all
587    40.791738    3.155746    0.017847    0.004961    556    all
588    33.276451    3.139220    0.014420    0.008591    574    all
589    32.142857    3.559096    0.017810    0.003509    337    all
590    32.231405    3.161851    0.009274    0.007986    215    all
591    29.640719    1.751176    0.012044    0.007744    321    all
592    63.035019    2.487002    0.025811    0.008470    487    all
593    43.027888    1.465794    0.031303    0.008833    245    all
594    9.909910    1.800813    0.002934    0.005566    334    all
595    24.788136    2.197817    0.006931    0.009680    450    all
596    63.689095    3.152712    0.026357    0.011979    858    all
597    43.058824    3.427026    0.029664    0.008349    424    all
598    45.391304    3.303470    0.023680    0.008228    574    all
599    44.831880    3.365103    0.019836    0.005203    796    all
600    0.834492    2.978031    0.001625    0.011132    693    all
601    18.181818    0.362838    0.004832    0.007260    292    all
602    20.447907    2.740933    0.013086    0.007502    1026    all
603    2.390438    1.934781    0.001970    0.008833    236    all
604    56.729131    1.250555    0.029738    0.004961    580    all
605    27.881041    0.378624    0.016224    0.003993    245    all
606    17.325228    3.075161    0.005860    0.009196    219    all
607    37.570093    2.358237    0.001431    0.010043    476    all
608    32.250000    4.620388    0.027674    0.010769    788    all
609    9.603659    3.280008    0.002657    0.005808    610    all
610    20.527859    3.256649    0.011822    0.009438    1016    all
611    20.149254    3.610588    0.004634    0.004961    237    all
612    28.371278    2.847665    0.023789    0.006413    541    all
613    54.640981    2.268390    0.021799    0.008349    564    all
614    1.578947    2.487599    0.001278    0.009196    355    all
615    35.526316    2.929412    0.024940    0.008470    346    all
616    34.710744    1.946191    0.007884    0.008349    236    all
617    25.102041    2.049752    0.000401    0.011011    417    all
618    44.933921    4.032254    0.031291    0.008833    228    all
619    36.381710    3.554131    0.028722    0.008349    500    all
620    24.223602    2.718639    0.014529    0.009075    319    all
621    40.186916    0.100936    0.029024    0.007986    311    all
622    19.066148    1.068999    0.010484    0.004840    705    all
623    23.321555    2.003486    0.022748    0.008470    565    all
624    65.702479    1.808694    0.024294    0.005082    215    all
625    57.552870    2.573997    0.034012    0.008712    653    all
626    54.237288    2.092770    0.031511    0.003993    703    all
627    1.224490    3.185875    0.000582    0.003388    376    all
628    37.571157    3.916489    0.031930    0.008954    452    all
629    51.388889    0.725890    0.019764    0.008107    204    all
630    35.207101    2.866595    0.017966    0.009559    995    all
631    34.892541    2.227249    0.009804    0.007744    791    all
632    35.031847    3.767482    0.012976    0.008349    451    all
633    41.030195    2.142150    0.018976    0.007623    551    all
634    52.623688    3.186091    0.028308    0.003993    666    all
635    33.740831    1.143537    0.019192    0.007623    377    all
636    0.000000    0.000000    0.000517    0.007623    921    all
637    55.932203    0.134554    0.024839    0.006292    229    all
638    13.865546    3.095843    0.001392    0.004114    472    all
639    27.272727    3.258969    0.011724    0.008712    236    all
640    54.983923    1.699842    0.021032    0.009196    277    all
641    10.370370    0.110863    0.003272    0.008228    375    all
642    5.398458    2.325329    0.004410    0.007744    373    all
643    17.608696    0.958537    0.011346    0.006776    396    all
644    35.237069    2.068412    0.019471    0.008712    927    all
645    20.517560    3.022051    0.007157    0.003267    420    all
646    30.241935    2.366653    0.010252    0.009438    207    all
647    25.620655    2.180770    0.001144    0.008591    965    all
648    44.594595    0.138309    0.017662    0.005324    335    all
649    45.323741    3.069865    0.012918    0.008954    553    all
650    28.352490    3.739746    0.012647    0.008591    757    all
651    57.256461    2.208921    0.020361    0.006534    1003    all
652    37.241379    1.777809    0.018085    0.003267    404    all
653    67.045455    2.692796    0.030744    0.011858    260    all
654    28.752260    2.342552    0.001899    0.007381    438    all
655    8.823529    2.092395    0.001249    0.005929    299    all
656    62.612036    3.197641    0.028468    0.008591    781    all
657    35.820896    1.872085    0.010422    0.008349    202    all
658    22.455090    0.726382    0.006701    0.008591    989    all
659    59.708738    1.659331    0.020250    0.004114    400    all
660    60.700389    2.015677    0.034320    0.006050    250    all
661    35.840708    2.588353    0.018745    0.009075    216    all
662    15.368852    2.267524    0.002391    0.008228    462    all
663    35.167464    1.847233    0.020709    0.007986    405    all
664    31.067961    3.401734    0.018707    0.005687    310    all
665    24.590164    0.866345    0.017709    0.004235    534    all
666    32.846715    3.108765    0.024649    0.006050    541    all
667    29.479769    2.002754    0.006278    0.008228    505    all
668    28.571429    3.415079    0.023488    0.003630    236    all
669    56.390977    0.844117    0.021169    0.008470    249    all
670    30.000000    2.433587    0.013367    0.005445    233    all
671    45.454545    2.321925    0.000734    0.009075    435    all
672    26.813472    1.882998    0.013963    0.009680    764    all
673    47.891566    0.193550    0.014798    0.006413    313    all
674    35.229358    1.697604    0.006779    0.003388    538    all
675    35.294118    3.460569    0.018903    0.007804    219    all
676    38.828338    1.288955    0.017630    0.004598    723    all
677    38.495575    2.228321    0.006283    0.007260    212    all
678    36.156352    3.635368    0.021517    0.008712    305    all
679    40.331492    3.595342    0.026240    0.009075    542    all
680    31.055901    3.301575    0.010998    0.008954    482    all
681    38.621586    2.523794    0.018508    0.009680    770    all
682    20.454545    0.392997    0.003597    0.007260    202    all
683    43.043478    1.240508    0.032670    0.006413    407    all
684    58.620690    2.465696    0.024053    0.006776    277    all
685    45.497630    2.213943    0.027727    0.008712    208    all
686    42.592593    0.258789    0.031524    0.009559    485    all
687    22.925764    3.805336    0.013260    0.005808    420    all
688    22.173913    3.274483    0.010638    0.008591    202    all
689    42.737430    1.528559    0.022279    0.008712    343    all
690    27.935223    0.324726    0.017524    0.005203    988    all
691    47.112462    3.800171    0.022839    0.008833    984    all
692    30.390738    0.271498    0.011587    0.008833    667    all
693    35.958904    2.653511    0.007275    0.009075    240    all
694    15.517241    3.652343    0.010965    0.006776    233    all
695    8.362369    1.876474    0.013662    0.007018    275    all
696    16.917293    2.942019    0.017679    0.010769    218    all
697    36.206897    1.709377    0.029720    0.007986    513    all
698    40.037594    2.294152    0.027878    0.003872    491    all
699    32.917706    2.888514    0.023073    0.009317    392    all
700    42.253521    2.177082    0.021844    0.008470    279    all
701    32.581967    2.629543    0.013168    0.008107    477    all
702    63.396226    2.006953    0.038998    0.003388    528    all
703    17.013233    2.683408    0.002814    0.003751    525    all
704    62.443439    2.094196    0.031740    0.006292    218    all
705    28.326180    0.386531    0.012787    0.009196    233    all
706    36.036036    2.654222    0.013796    0.011011    312    all
707    42.030848    3.222765    0.001405    0.013431    742    all
708    67.259786    3.425405    0.030488    0.007865    271    all
709    28.366762    4.439991    0.000701    0.003509    326    all
710    17.714286    0.582389    0.009058    0.008591    514    all
711    44.244604    1.731487    0.023329    0.007865    271    all
712    29.136691    2.735353    0.019926    0.003509    272    all
713    20.727273    2.297820    0.013262    0.009317    275    all
714    41.498559    2.282802    0.024391    0.006171    304    all
715    39.812332    2.350146    0.011541    0.008591    549    all
716    29.960053    1.558485    0.018075    0.009075    747    all
717    30.422535    2.819763    0.013455    0.005687    354    all


