---------------------------------
    Results for GMC_10074_G5_1uM_Day6.avi 
---------------------------------
Raw data:
Particle    BPM    Bend Measure    Speed    Area    Appears in frames    Region
140    27.868852    3.065000    0.017131    0.007744    343    all
141    40.258065    3.654422    0.016706    0.004235    761    all
142    24.035608    2.639334    0.019969    0.003993    315    all
143    21.932115    3.506270    0.012689    0.008712    1116    all
144    45.169713    0.841302    0.001189    0.005324    894    all
145    27.333333    1.819090    0.008168    0.004114    446    all
146    51.874244    4.403433    0.020849    0.009801    827    all
147    39.947781    1.472889    0.014933    0.003630    1149    all
148    47.368421    0.951050    0.014690    0.005808    244    all
149    56.039326    2.242627    0.014614    0.011737    683    all
150    39.830508    4.033324    0.015357    0.008591    355    all
151    43.352601    2.466415    0.014694    0.008833    331    all
152    37.336815    2.722749    0.027191    0.005082    1148    all
153    37.455410    3.651973    0.007334    0.008591    820    all
154    13.353116    2.042654    0.004129    0.005203    333    all
155    36.553525    1.068196    0.019244    0.004840    1149    all
156    6.005222    3.209585    0.004008    0.008591    1149    all
157    37.859008    3.667577    0.022429    0.008591    1150    all
158    0.000000    1.716445    0.001728    0.004840    387    all
159    29.657795    2.834159    0.018751    0.008591    240    all
160    42.760943    2.578662    0.022517    0.005203    882    all
161    28.981723    1.824758    0.009135    0.007865    1150    all
162    32.781457    3.117438    0.022341    0.009317    594    all
163    32.020725    1.538276    0.010629    0.007623    909    all
164    30.548303    2.057830    0.015323    0.009317    1150    all
165    30.921705    3.326924    0.017822    0.004174    1006    all
166    32.898172    2.040871    0.000363    0.008954    1147    all
167    41.463415    1.045462    0.026437    0.007986    368    all
168    23.875433    2.502525    0.014432    0.008107    289    all
169    9.519231    2.676660    0.003361    0.008107    1030    all
170    9.399478    2.046834    0.004521    0.005082    1099    all
171    41.791045    2.332759    0.024509    0.009317    403    all
172    24.161074    2.924459    0.011328    0.007260    445    all
173    21.725240    3.414090    0.001500    0.004719    911    all
174    51.286765    3.037104    0.024125    0.007260    540    all
175    35.801394    2.176680    0.026159    0.003872    1146    all
176    15.066470    0.391230    0.003921    0.007381    658    all
177    39.622642    2.394553    0.009848    0.007865    265    all
178    22.222222    4.341474    0.003529    0.005203    230    all
179    18.367347    3.552362    0.019787    0.006050    903    all
180    57.847534    0.823193    0.022005    0.007018    221    all
181    14.882507    4.040878    0.009554    0.007623    1150    all
182    20.884290    2.789669    0.003661    0.008349    1052    all
183    0.000000    1.558410    0.000699    0.006413    1142    all
184    29.503916    3.084142    0.000952    0.007381    1149    all
185    14.542190    1.886645    0.004562    0.007683    550    all
186    30.941704    2.304730    0.010711    0.009680    220    all
187    11.488251    1.773194    0.010105    0.010890    1149    all
188    33.289300    1.643605    0.023724    0.007986    754    all
189    30.809399    3.888596    0.013287    0.007865    1150    all
190    39.823009    2.731553    0.015560    0.010890    211    all
191    32.673267    2.308050    0.016073    0.008288    301    all
192    36.176471    2.195171    0.008592    0.007139    332    all
193    33.942559    3.411480    0.000755    0.008591    1110    all
194    18.537859    3.388293    0.014064    0.007018    1100    all
195    12.793734    2.075216    0.004203    0.007865    1134    all
196    33.681462    1.489581    0.010786    0.009922    1149    all
197    2.613240    2.418453    0.000514    0.009861    1082    all
198    68.954248    1.883613    0.017455    0.008228    908    all
199    6.005222    2.468691    0.000432    0.008470    1132    all
200    23.341837    4.200789    0.030076    0.007986    588    all
201    0.000000    1.305300    0.012397    0.006171    1150    all
202    39.305711    2.805123    0.022264    0.011374    884    all
203    7.310705    2.872626    0.000635    0.009317    1073    all
204    27.676240    1.453388    0.027774    0.008833    1149    all
205    33.420366    3.467818    0.017434    0.009559    1150    all
206    20.626632    3.430398    0.021966    0.009559    1150    all
207    25.587467    2.404245    0.009241    0.003751    1149    all
208    6.818182    2.677754    0.005621    0.010890    252    all
209    1.044386    3.622383    0.000364    0.006413    1150    all
210    11.227154    1.187485    0.000365    0.010164    1150    all
211    42.036554    2.190780    0.001117    0.003146    1147    all
212    0.522193    3.350719    0.001201    0.008409    1150    all
213    15.201192    2.114871    0.009052    0.011616    651    all
214    0.000000    2.376752    0.000432    0.007865    1150    all
215    0.000000    3.887587    0.005264    0.003872    1150    all
216    31.372549    1.441210    0.003639    0.007865    918    all
217    28.530259    4.139783    0.014658    0.007381    691    all
218    6.396588    3.701328    0.000884    0.005082    444    all
219    16.635860    3.682341    0.009917    0.006957    542    all
220    68.873239    3.828681    0.026098    0.003267    703    all
221    23.200000    3.337945    0.018230    0.008228    375    all
222    53.917051    0.913361    0.020197    0.009075    217    all
223    35.492958    4.202935    0.021311    0.009559    354    all
224    30.825688    3.824653    0.007424    0.006292    488    all
225    28.222997    2.489525    0.029261    0.008591    912    all
226    15.173410    2.660486    0.012062    0.006413    679    all
227    30.809399    2.692337    0.000522    0.004840    1150    all
228    0.000000    2.155389    0.000596    0.008107    300    all
229    22.419929    3.603796    0.013538    0.006171    237    all
230    1.566580    2.567039    0.000308    0.009075    1130    all
231    26.568266    1.970641    0.004586    0.007865    520    all
232    31.858407    1.449043    0.013016    0.011374    336    all
233    29.862175    2.794746    0.016728    0.004719    620    all
234    38.903394    1.593042    0.021228    0.007986    1142    all
235    30.026110    3.566620    0.014029    0.008107    1149    all
236    36.595745    2.465265    0.019476    0.005445    684    all
237    36.971831    3.196332    0.013140    0.009196    562    all
238    40.723982    1.194559    0.016672    0.009317    212    all
239    35.262206    3.255158    0.014035    0.003267    547    all
240    43.910615    3.355873    0.026699    0.005929    890    all
241    19.593614    3.422030    0.004829    0.007623    658    all
242    45.569620    3.841006    0.021205    0.004840    225    all
243    27.272727    1.732996    0.014705    0.005324    284    all
244    14.081633    3.255754    0.005356    0.004840    490    all
245    43.080940    2.518827    0.014046    0.011313    939    all
246    9.921671    2.280825    0.003405    0.011737    1150    all
247    33.942559    1.719600    0.017563    0.010164    1147    all
248    55.785124    3.344910    0.033496    0.007744    241    all
249    34.726688    3.286247    0.008596    0.007744    297    all
250    31.422925    4.233463    0.030303    0.008107    469    all
251    37.254902    2.404921    0.024388    0.003872    288    all
252    22.976501    3.616161    0.019340    0.007744    1102    all
253    46.946565    2.654593    0.032719    0.003993    263    all
254    21.621622    2.104124    0.025478    0.009317    989    all
255    40.526316    3.219521    0.013185    0.005324    542    all
256    38.903394    2.866699    0.017035    0.009559    1130    all
257    19.060052    3.271217    0.006548    0.008349    1150    all
258    9.795918    2.282237    0.007456    0.008833    491    all
259    33.512786    1.871090    0.027402    0.008470    738    all
260    23.181818    0.771132    0.024404    0.007865    208    all
261    61.956522    2.681174    0.025973    0.010648    367    all
262    40.783410    0.747215    0.014969    0.008591    851    all
263    20.887728    4.437783    0.014775    0.009438    1150    all
264    3.394256    3.553487    0.001268    0.004477    1150    all
265    6.527415    2.367491    0.000497    0.003267    1144    all
266    12.912913    1.309700    0.005103    0.009680    992    all
267    7.310705    3.759808    0.001004    0.004114    1146    all
268    14.062500    0.994842    0.001182    0.007744    246    all
269    0.000000    2.573151    0.002364    0.009317    1150    all
270    29.242820    1.756807    0.018698    0.003993    1108    all
271    19.602273    0.709112    0.013895    0.007744    344    all
272    28.176796    2.103724    0.016220    0.008712    297    all
273    56.919060    3.210908    0.006336    0.004719    1142    all
274    27.655311    2.955121    0.014252    0.007986    494    all
275    0.653595    2.125355    0.002057    0.009922    844    all
276    0.000000    3.102201    0.000705    0.005445    812    all
277    14.621410    2.840962    0.001525    0.009559    1137    all
278    4.390244    1.953805    0.004290    0.007018    410    all
279    3.665988    3.643595    0.000701    0.009559    492    all
280    26.193248    2.840980    0.006542    0.007986    859    all
281    28.738318    2.240060    0.008053    0.010285    425    all
282    25.389755    3.033993    0.011002    0.009075    437    all
283    7.361963    1.307138    0.010066    0.005082    277    all
284    19.408503    2.372852    0.008908    0.005566    1013    all
285    13.315927    1.537484    0.001604    0.009075    1069    all
286    30.434783    1.689261    0.017785    0.008591    962    all
287    3.030303    1.360594    0.000845    0.009922    365    all
288    32.934132    2.780677    0.009355    0.003388    825    all
289    28.723404    3.271532    0.000994    0.008591    466    all
290    34.583715    1.901569    0.015940    0.007139    1007    all
291    30.209790    0.449731    0.016080    0.003267    695    all
292    31.358885    2.487239    0.023388    0.008228    1149    all
293    10.953347    1.513354    0.001046    0.008107    941    all
294    49.859155    2.394347    0.016392    0.007986    350    all
295    44.230769    1.374439    0.012581    0.005324    289    all
296    25.295858    1.055689    0.009423    0.010285    659    all
297    17.699115    2.291719    0.003897    0.005324    236    all
298    38.426966    3.759783    0.009829    0.008107    435    all
299    7.718696    3.698313    0.001881    0.007623    429    all
300    23.510972    2.564694    0.001164    0.007018    461    all
301    12.500000    1.045769    0.019362    0.003267    228    all
302    42.947368    2.645153    0.001248    0.004598    337    all
303    57.142857    1.974190    0.028365    0.004840    244    all
304    2.380952    3.375678    0.020387    0.006413    244    all
305    15.601783    2.559365    0.030892    0.009438    669    all
306    22.678186    3.896897    0.000615    0.007744    262    all
307    27.338129    1.278140    0.014499    0.010406    400    all
308    10.062893    0.575059    0.006449    0.003388    469    all
309    46.434783    3.479060    0.015695    0.009438    558    all
310    52.564103    2.287149    0.030515    0.008591    468    all
311    17.307692    3.213771    0.001610    0.006776    252    all
312    23.498695    3.495054    0.001594    0.006534    308    all
313    14.159292    1.590542    0.002023    0.012826    309    all
314    32.780083    3.357652    0.027946    0.003751    716    all
315    15.775635    3.260106    0.012748    0.003751    1136    all
316    0.000000    3.552808    0.000872    0.008107    1129    all
317    3.809524    1.535746    0.008425    0.004356    299    all
318    40.955631    2.262964    0.033955    0.008228    288    all
319    26.666667    2.533246    0.021317    0.005687    315    all
320    4.504505    0.338485    0.003580    0.007623    604    all
321    6.651885    2.728747    0.005490    0.004114    386    all
322    18.997361    1.342097    0.000884    0.008833    1129    all
323    32.911392    3.895248    0.029052    0.009075    223    all
324    21.686747    4.236452    0.000929    0.004598    453    all
325    27.814570    1.110074    0.009835    0.005566    292    all
326    42.500000    2.265310    0.019468    0.004356    241    all
327    40.000000    1.970365    0.023781    0.003509    278    all
328    36.764706    0.946818    0.005263    0.008591    406    all
329    27.272727    0.784233    0.010361    0.006171    267    all
330    14.048338    2.704106    0.003474    0.012342    660    all
331    29.021372    0.000000    0.019642    0.008107    871    all
332    47.250000    0.403832    0.020559    0.005929    396    all
333    32.565789    3.263203    0.021706    0.009196    601    all
334    41.772152    3.020662    0.021177    0.008833    236    all
335    19.391635    3.530747    0.009806    0.005203    517    all
336    3.903346    2.000804    0.001290    0.007744    526    all
337    11.854103    2.524330    0.005219    0.004961    659    all
338    39.908257    0.227115    0.030038    0.003993    200    all
339    11.872146    0.696920    0.000884    0.005687    629    all
340    24.385633    2.431750    0.010512    0.011495    529    all
341    52.741021    3.720682    0.022642    0.005324    529    all
342    20.152672    0.521671    0.003035    0.004840    556    all
343    33.445946    2.016031    0.019665    0.008954    889    all
344    11.564626    1.929143    0.004697    0.010769    429    all
345    9.079903    1.819243    0.000489    0.004961    822    all
346    32.821497    2.051991    0.021086    0.005445    501    all
347    3.759398    2.158988    0.000463    0.006413    289    all
348    17.328520    1.826657    0.000967    0.008470    266    all
349    17.073171    2.852287    0.009499    0.004114    464    all
350    22.535211    2.041925    0.029467    0.006776    209    all
351    4.601227    1.923001    0.002945    0.010527    289    all
352    48.358209    2.762057    0.042127    0.007623    328    all
353    20.618557    2.116146    0.021715    0.008591    581    all
354    36.486486    2.107068    0.003590    0.005929    295    all
355    30.213904    1.017785    0.019996    0.003267    1114    all
356    27.807487    2.663154    0.012816    0.009680    1117    all
357    28.787879    2.779345    0.004504    0.009438    768    all
358    15.692308    3.114795    0.004297    0.009075    645    all
359    28.392857    2.700067    0.005989    0.009559    901    all
360    65.625000    1.312741    0.024705    0.005142    277    all
361    28.421053    2.525101    0.002606    0.009801    249    all
362    38.144330    1.810296    0.024267    0.008228    287    all
363    32.992327    1.840727    0.017874    0.009680    387    all
364    30.690537    0.952516    0.013899    0.006292    388    all
365    11.294118    2.014156    0.003025    0.009680    396    all
366    23.076923    3.365594    0.006721    0.006292    715    all
367    24.383164    3.378602    0.012438    0.007018    668    all
368    27.596439    1.724365    0.010275    0.005324    294    all
369    14.942529    2.511151    0.005687    0.007986    254    all
370    12.561576    2.741298    0.001103    0.004114    231    all
371    47.755102    3.421472    0.017037    0.011011    240    all
372    48.251748    2.679695    0.018678    0.008107    430    all
373    29.292929    3.979754    0.000448    0.007986    458    all
374    32.031250    4.302032    0.020056    0.004961    384    all
375    10.156250    3.651807    0.001806    0.009196    384    all
376    31.250000    2.871270    0.015835    0.008107    384    all
377    26.283988    0.239933    0.009543    0.003872    299    all
378    21.621622    0.763961    0.022964    0.006836    219    all
379    12.068966    0.273460    0.002750    0.007744    594    all
380    21.314387    2.773203    0.012208    0.005203    547    all
381    32.753165    4.428949    0.015302    0.009317    628    all
382    43.535620    2.217235    0.012250    0.007986    378    all
383    37.391304    3.732852    0.025927    0.007502    340    all
384    20.580475    2.751832    0.015798    0.006413    368    all
385    3.196347    3.489550    0.001159    0.010527    564    all
386    50.928382    3.990996    0.026172    0.008833    377    all
387    25.406032    2.714924    0.028684    0.005566    844    all
388    43.853821    3.294366    0.025310    0.003630    298    all
389    20.063694    0.563776    0.009994    0.003267    610    all
390    30.100334    3.193022    0.011765    0.005929    289    all
391    28.915663    1.480320    0.008380    0.008591    250    all
392    32.800000    0.229270    0.007865    0.003993    374    all
393    28.150134    0.128952    0.002721    0.009196    326    all
394    27.457627    2.585311    0.003044    0.007018    229    all
395    27.272727    0.390389    0.016151    0.006171    223    all
396    20.592824    2.728974    0.017641    0.006171    404    all
397    33.064516    0.959876    0.015537    0.007018    350    all
398    33.707865    0.261543    0.024602    0.003388    432    all
399    42.191781    2.017482    0.020259    0.008349    1086    all
400    32.797428    2.541468    0.017433    0.004235    311    all
401    42.446043    2.449962    0.022541    0.009196    415    all
402    13.502110    1.672866    0.002477    0.006050    697    all
403    20.863309    2.238825    0.008164    0.004840    263    all
404    23.619271    0.661749    0.014309    0.004598    824    all
405    23.887588    1.978315    0.009733    0.007744    836    all
406    52.800000    0.109397    0.019439    0.006292    243    all
407    16.870416    1.894262    0.008705    0.006050    812    all
408    42.123288    0.828422    0.018303    0.005324    263    all
409    11.440678    1.505084    0.002319    0.004114    224    all
410    30.708661    0.472008    0.020285    0.008228    508    all
411    5.287897    3.886674    0.003217    0.003509    850    all
412    54.545455    3.100101    0.021679    0.007744    451    all
413    38.938053    2.268816    0.016053    0.008591    336    all
414    44.289694    1.647700    0.019120    0.007623    336    all
415    33.363971    3.290219    0.019220    0.006534    1081    all
416    44.382022    3.802753    0.019542    0.004840    529    all
417    35.911602    3.464549    0.014710    0.003388    1087    all
418    46.200000    3.726422    0.025511    0.005808    481    all
419    8.374384    3.706554    0.002025    0.005687    596    all
420    12.807882    4.305995    0.014443    0.004477    596    all
421    30.592105    3.180002    0.015767    0.003751    292    all
422    23.723229    3.816306    0.017579    0.006292    602    all
423    11.597938    1.218804    0.006488    0.005082    382    all
424    19.275124    0.192105    0.028275    0.004235    608    all
425    23.003195    3.208325    0.017330    0.003388    304    all
426    24.507042    2.249897    0.008439    0.003388    349    all
427    0.791557    1.564004    0.010009    0.007018    340    all
428    47.817837    3.416909    0.026791    0.011011    528    all
429    23.300971    2.809222    0.006089    0.008954    205    all
430    37.272727    3.395191    0.017037    0.004840    329    all
431    1.699717    2.474924    0.000746    0.006292    346    all
432    28.870293    1.947178    0.019596    0.003872    234    all
433    31.836735    2.643317    0.020663    0.007744    239    all
434    42.081448    3.570050    0.019979    0.007381    208    all
435    30.854430    2.832535    0.017202    0.009075    417    all
436    37.583893    2.199225    0.016899    0.009680    433    all
437    45.283019    2.603972    0.023695    0.009680    229    all
438    36.206897    2.399888    0.018742    0.007502    406    all
439    41.279070    4.604907    0.015242    0.009196    507    all
440    7.563025    2.003731    0.012951    0.007018    227    all
441    35.727788    1.354088    0.024123    0.007381    517    all
442    36.190476    3.838287    0.021635    0.005687    945    all
443    51.705566    1.817785    0.023532    0.010285    550    all
444    35.632184    2.244262    0.031357    0.007623    261    all
445    41.470588    2.790302    0.017818    0.010648    280    all
446    14.000000    4.018823    0.022607    0.009075    286    all
447    36.283186    2.133246    0.026886    0.005929    308    all
448    34.067797    2.846619    0.011217    0.008833    580    all
449    20.414201    0.428535    0.005986    0.010769    339    all
450    32.865169    1.467594    0.010687    0.007018    1030    all
451    15.740741    1.465162    0.017827    0.004840    320    all
452    19.271949    2.178865    0.001897    0.008349    448    all
453    39.320388    1.695799    0.016264    0.007260    403    all
454    32.246377    3.968001    0.028251    0.011011    829    all
455    45.033113    2.303312    0.024712    0.009317    431    all
456    21.992481    3.815424    0.006561    0.008954    1037    all
457    17.796610    3.717381    0.005677    0.009438    821    all
458    34.476844    1.976488    0.014871    0.004356    531    all
459    6.181818    3.579333    0.001884    0.008228    803    all
460    37.160121    3.559260    0.023967    0.007986    330    all
461    19.382022    2.301275    0.012153    0.004961    308    all
462    36.727273    3.243110    0.015028    0.011132    815    all
463    0.000000    2.049810    0.000706    0.010043    339    all
464    37.625418    2.191645    0.028338    0.008954    587    all
465    48.000000    3.563549    0.014049    0.008954    249    all
466    32.826748    3.076050    0.012244    0.003993    315    all
467    28.467153    3.298958    0.022975    0.005566    804    all
468    0.000000    3.582031    0.001072    0.008712    400    all
469    3.669725    2.133653    0.000618    0.009317    314    all
470    24.521739    0.894310    0.006014    0.008833    576    all
471    37.858509    2.920103    0.005540    0.007502    456    all
472    19.867550    0.820713    0.011707    0.005687    292    all
473    27.881041    0.699495    0.013459    0.009559    201    all
474    14.111498    4.215021    0.000498    0.009922    374    all
475    26.503067    0.812118    0.014300    0.007381    811    all
476    33.750000    2.661824    0.024093    0.005808    320    all
477    36.677116    3.132117    0.024150    0.010285    318    all
478    42.857143    2.385433    0.001967    0.007986    207    all
479    10.869565    1.274565    0.000787    0.007018    364    all
480    46.229508    3.279489    0.020622    0.011495    255    all
481    5.847076    2.156487    0.007648    0.004598    668    all
482    33.259424    1.978819    0.009210    0.009317    449    all
483    33.644860    3.190910    0.007555    0.012221    270    all
484    32.038835    1.246845    0.024279    0.009075    205    all
485    45.583039    1.476359    0.031387    0.010527    563    all
486    38.198758    3.742774    0.009983    0.009559    307    all
487    20.000000    2.428758    0.017666    0.007260    451    all
488    29.189189    2.479271    0.016927    0.007865    370    all
489    32.462687    2.341081    0.025889    0.008349    786    all
490    26.110124    1.200166    0.016340    0.007018    563    all
491    41.979522    0.891709    0.019578    0.003146    248    all
492    51.428571    2.936030    0.027615    0.008712    559    all
493    31.686542    0.202884    0.023221    0.003630    563    all
494    42.405063    4.373721    0.029418    0.009619    444    all
495    38.486842    3.596815    0.015487    0.008591    302    all
496    40.285714    2.604959    0.023863    0.008349    679    all
497    0.000000    3.535071    0.001215    0.003630    368    all
498    41.860465    3.634681    0.011231    0.008228    292    all
499    35.593220    3.271006    0.008683    0.007502    286    all
500    23.893805    1.910781    0.006441    0.008712    215    all
501    27.667269    0.922781    0.017679    0.008470    545    all
502    42.941176    0.655701    0.024709    0.007865    492    all
503    35.294118    3.156883    0.026424    0.003872    204    all
504    32.974138    2.312790    0.014344    0.005324    449    all
505    27.710843    2.579172    0.012083    0.010285    228    all
506    30.109489    1.229184    0.011983    0.008954    544    all
507    20.351759    1.521831    0.012789    0.005082    376    all
508    62.633452    4.256132    0.024685    0.011253    843    all
509    36.133122    3.554610    0.023259    0.007744    623    all
510    49.000000    1.373076    0.023879    0.006413    300    all
511    26.418787    1.604307    0.008178    0.012342    841    all
512    11.418685    1.620146    0.008713    0.008470    290    all
513    10.714286    1.945224    0.002876    0.010285    441    all
514    34.285714    0.928388    0.014993    0.008833    696    all
515    26.250000    0.347571    0.029068    0.006534    375    all
516    49.244060    0.157962    0.026679    0.004840    462    all
517    27.272727    2.626132    0.021492    0.004598    250    all
518    14.979757    1.943095    0.002079    0.004961    484    all
519    43.511450    3.665653    0.008519    0.008228    246    all
520    10.752688    2.388177    0.010394    0.007623    280    all
521    52.692308    2.274685    0.023635    0.005082    781    all
522    36.940299    4.036866    0.021665    0.004477    520    all
523    2.238806    3.935531    0.002344    0.006776    522    all
524    21.308411    1.613579    0.015169    0.005929    448    all
525    38.297872    3.481568    0.022850    0.007986    276    all
526    37.570093    3.359482    0.014021    0.004235    506    all
