14,17,17,15
19,17,18,19
16,17,18,13
17,17,17,17
14,17,19,16
18,16,18,16
18,17,19,17
16,16,17,18
15,18,18,17
15,18,21,19
18,19,14,16
14,18,16,17
16,17,17,16
17,19,19,17
18,19,16,17
23,17,18,14
21,19,20,18
16,13,17,18
16,19,16,18
16,16,17,16
21,19,19,16
18,18,15,17
20,17,17,18
17,17,17,18
16,16,19,18
16,19,21,17
21,17,17,18
17,19,17,19
16,15,18,18
19,17,19,19
16,16,18,15
16,18,15,18
17,16,19,19
20,16,21,18
18,18,17,15
18,20,18,18
17,17,18,19
18,19,17,22
14,17,18,17
13,16,16,21
21,18,18,18
16,15,17,17
18,18,17,18
15,18,18,18
17,17,17,17
13,16,17,17
16,19,16,18
17,18,18,19
17,19,18,19
16,16,19,15
18,16,21,17
19,17,19,18
16,17,15,16
19,16,19,16
18,18,16,18
16,19,18,18
17,21,18,16
19,16,17,17
19,18,18,19
15,16,17,16
18,16,18,17
15,18,14,16
18,20,18,17
12,13,15,16
18,16,15,16
15,16,14,16
13,17,15,17
17,17,17,15
13,18,17,18
15,14,18,16
17,16,15,18
13,16,20,26
17,15,16,14
18,16,19,23
17,19,15,14
16,21,17,20
17,21,14,15
15,18,16,14
17,13,18,14
15,17,16,13
15,14,15,15
17,16,16,17
17,17,18,15
16,16,18,17
17,15,18,16
18,19,18,17
16,15,15,16
17,14,16,15
16,16,15,13
17,16,16,16
14,15,18,15
17,16,16,16
16,14,16,17
15,15,18,17
15,15,17,14
17,14,15,15
14,16,17,17
15,14,15,16
15,17,15,17
17,15,16,16
16,15,15,16
15,17,15,14
17,18,17,13
15,17,15,17
13,15,15,14
15,15,17,17
17,15,16,14
16,15,18,16
16,15,16,16
17,15,17,15
17,16,14,16
17,15,15,15
13,16,16,16
18,16,16,15
16,15,15,15
17,15,18,16
16,17,14,15
14,14,15,16
18,17,16,14
12,14,15,17
16,15,15,16
17,14,14,15
16,19,13,14
16,12,18,13
15,16,13,21
17,19,12,17
15,16,16,17
20,13,17,17
16,18,17,14
16,16,14,13
16,17,17,16
16,14,17,16
16,17,17,15
19,19,18,16
16,16,18,18
15,18,16,17
18,15,19,19
17,18,17,16
14,19,17,16
18,17,14,17
16,16,15,17
18,16,14,16
15,15,14,14
15,17,18,16
17,16,20,17
16,15,14,17
16,16,16,16
14,18,18,16
16,17,19,16
15,17,17,15
19,18,15,15
18,15,17,15
19,18,17,19
17,18,17,19
18,15,19,15
15,17,17,21
16,18,18,16
16,17,15,17
16,18,15,17
18,17,16,16
16,17,16,17
16,18,17,20
16,18,18,16
17,15,16,15
19,16,16,16
19,19,19,16
19,17,16,16
16,17,19,17
17,18,19,16
18,19,17,15
18,17,18,17
16,18,16,20
16,18,17,19
18,16,19,17
18,18,17,16
18,17,16,15
19,18,19,18
19,18,18,15
20,17,22,17
15,15,18,16
17,19,17,19
18,17,17,18
18,17,16,18
20,16,18,16
17,18,17,17
15,18,18,17
18,18,18,18
19,17,18,17
19,18,16,16
17,18,16,19
17,16,17,17
16,20,16,18
18,19,18,17
17,15,19,18
18,17,18,17
18,17,18,19
16,17,15,19
18,17,19,19
20,17,20,17
17,19,18,16
17,18,18,15
13,18,19,18
20,20,17,16
12,17,19,18
20,15,17,19
20,18,20,17
18,19,16,17
19,20,17,19
18,20,18,20
18,16,15,17
20,17,17,16
16,20,19,17
18,20,19,17
17,18,19,17
18,18,15,19
19,17,18,17
18,18,18,18
17,14,21,21
18,20,19,19
18,20,18,18
18,16,16,16
16,18,18,19
16,17,19,18
17,19,17,18
18,18,20,19
17,20,17,19
19,18,17,16
18,17,15,18
18,19,18,17
19,18,18,18
16,18,17,19
20,16,18,16
18,17,18,17
19,17,18,16
19,17,17,17
17,18,19,16
20,18,18,19
19,16,18,16
17,17,18,15
16,18,18,18
19,17,15,17
18,19,18,16
17,18,17,21
17,20,17,16
19,16,18,18
18,20,18,18
15,16,17,16
17,19,16,17
19,17,17,17
18,15,17,18
15,16,17,16
17,16,15,17
16,17,17,16
17,17,17,19
15,18,20,17
15,17,15,13
18,18,17,18
17,17,19,16
16,16,18,16
15,18,18,18
18,19,21,18
16,15,16,18
16,17,16,17
18,23,16,18
13,13,19,15
15,18,18,17
18,16,14,16
17,17,14,18
15,18,15,18
19,17,16,22
14,16,14,15
16,16,17,20
21,13,17,14
16,13,16,15
14,16,16,16
14,17,16,15
17,18,17,15
18,18,13,17
15,17,21,14
17,16,15,14
14,17,17,18
20,17,17,14
19,17,16,19
17,16,19,19
17,19,14,15
15,17,15,18
16,13,16,14
15,17,15,17
16,18,18,13
17,13,16,15
16,19,18,17
17,15,15,18
15,14,13,17
16,15,17,18
16,16,17,14
19,15,17,15
17,18,19,16
15,17,16,15
18,14,16,15
16,16,19,19
16,15,15,17
16,15,18,16
16,16,14,16
15,16,16,15
15,19,17,14
17,16,16,18
16,15,15,17
16,16,16,15
14,17,14,17
16,16,19,19
15,17,18,17
15,14,15,14
17,16,16,14
14,16,14,15
13,17,16,15
18,15,16,14
16,17,16,15
17,15,18,17
19,15,17,15
16,17,15,13
19,18,15,17
19,18,18,17
14,14,17,15
17,16,15,14
17,17,14,18
18,15,18,16
14,17,15,13
15,14,16,16
16,16,17,15
15,17,16,16
18,17,18,15
17,15,14,14
16,15,17,15
17,16,16,19
17,15,14,14
16,16,16,16
12,13,19,13
17,15,16,14
18,14,18,17
15,13,19,13
19,16,19,15
18,17,15,15
17,18,17,16
20,21,17,16
15,14,15,18
16,15,14,16
16,13,16,17
17,15,18,15
16,15,13,18
17,15,15,15
14,16,13,15
14,15,17,19
14,15,16,13
16,17,17,17
15,16,18,16
18,14,16,16
16,15,13,13
18,14,16,17
17,15,15,12
14,18,16,16
15,17,18,13
15,17,17,16
16,18,16,15
13,15,17,14
15,15,16,16
15,15,16,16
16,13,15,18
14,15,16,17
16,14,13,16
14,16,14,15
17,17,15,13
15,15,16,15
15,17,13,15
10,15,17,16
15,17,16,14
15,16,15,14
17,17,15,14
17,16,16,16
16,16,16,18
16,15,18,15
16,15,15,17
15,16,16,15
14,14,15,15
15,16,17,17
15,15,16,15
16,17,16,15
16,15,15,14
14,14,14,15
15,18,15,18
16,15,15,14
17,14,14,15
15,16,15,15
16,17,16,18
17,18,19,14
18,16,16,16
18,17,18,14
14,16,15,16
19,18,15,16
17,16,16,18
18,15,15,20
16,15,15,13
16,16,16,13
17,15,12,14
18,16,16,21
18,17,19,18
14,15,16,14
16,15,16,16
17,15,16,14
14,15,16,18
18,15,17,15
17,17,13,20
15,15,15,15
16,19,17,17
15,19,14,19
16,19,17,16
15,16,15,18
18,18,17,19
17,17,17,12
15,12,20,17
14,15,14,17
17,17,17,16
16,14,18,15
16,17,17,17
17,16,15,16
14,23,14,17
16,13,19,14
15,20,18,19
18,18,17,17
15,16,16,18
16,17,17,16
18,19,17,19
19,15,17,15
14,15,15,16
18,17,19,14
17,18,17,20
18,14,16,20
18,14,17,22
17,20,16,18
19,16,16,22
16,19,16,19
17,15,18,20
15,16,18,23
18,17,18,22
16,18,17,22
17,19,17,25
17,16,19,26
17,14,16,23
15,19,18,27
17,19,15,26
15,16,19,27
16,17,16,27
17,15,20,24
17,17,20,28
16,19,16,26
18,15,17,27
16,17,16,26
17,18,19,27
16,19,20,29
19,18,17,29
15,18,17,27
16,19,18,28
17,16,16,29
17,17,16,28
18,17,14,30
16,16,17,26
15,15,16,27
15,18,19,25
17,17,18,29
16,17,18,28
17,13,17,28
17,15,16,26
15,14,17,31
19,18,16,27
16,19,18,28
14,19,15,32
18,18,16,27
19,17,16,28
17,19,20,26
17,18,18,30
15,17,16,26
17,19,19,29
17,17,17,28
17,18,14,28
19,16,16,28
16,17,18,28
17,19,17,28
16,16,18,29
15,16,20,27
18,15,17,27
20,16,16,25
15,18,16,28
16,18,17,30
17,19,18,26
15,16,15,30
15,19,16,27
16,17,19,29
17,17,17,28
17,19,17,30
17,17,17,29
14,19,18,27
18,17,16,30
17,18,19,29
13,17,16,27
17,18,16,26
18,16,20,26
17,19,18,29
16,20,19,28
16,14,17,28
17,14,17,27
19,18,14,30
17,19,20,30
16,16,16,27
15,18,21,25
17,15,20,27
19,19,16,28
16,16,19,27
16,16,14,28
17,17,17,26
16,14,16,25
17,22,14,30
16,18,16,26
17,15,14,25
17,19,22,27
13,15,18,29
16,15,18,30
16,17,19,27
18,16,20,31
18,16,21,28
17,14,18,27
18,15,23,28
15,15,21,30
17,19,22,31
16,19,22,25
15,14,22,27
18,16,24,29
20,15,26,28
18,12,26,26
17,15,27,25
14,12,26,29
16,14,27,28
17,18,28,25
17,15,28,25
16,20,22,26
18,17,27,31
19,17,28,29
16,18,28,28
16,19,27,30
18,14,26,29
15,17,29,27
18,16,29,28
17,19,30,27
16,16,28,27
15,16,28,28
19,17,25,27
17,18,28,26
15,15,27,26
16,15,28,27
16,17,28,26
16,15,26,27
16,16,29,28
16,18,26,27
17,16,27,29
15,14,27,28
17,16,29,27
14,15,27,28
16,16,28,27
17,15,26,24
15,16,29,29
18,13,27,24
15,19,25,29
16,15,27,26
15,16,26,26
15,15,28,27
14,17,29,25
16,15,26,28
16,13,25,25
16,15,28,26
16,17,28,27
15,15,25,25
15,19,27,28
14,15,25,25
19,15,26,28
17,17,28,29
16,14,25,30
17,17,29,27
17,19,27,28
15,17,27,27
13,16,28,23
17,14,28,27
15,16,28,25
15,18,29,28
18,16,28,29
15,16,26,29
17,16,24,27
16,17,30,28
16,17,28,26
14,15,27,24
18,17,27,26
12,17,26,25
20,17,27,25
15,15,27,27
17,16,31,30
16,19,29,26
17,17,22,29
16,18,28,24
16,15,28,26
14,17,28,28
16,17,27,26
17,17,26,28
16,18,28,26
17,19,29,27
17,17,27,29
17,13,27,27
16,17,28,25
14,17,28,29
15,16,27,27
16,15,29,27
17,14,26,27
17,19,27,24
16,18,27,30
17,14,27,27
17,17,28,28
13,22,24,28
16,18,29,31
14,16,28,27
16,19,26,26
16,13,29,26
16,14,29,28
15,16,27,28
14,16,26,25
16,12,27,24
17,16,28,26
17,15,28,26
16,17,27,26
21,11,20,27
15,16,30,26
19,16,26,29
20,16,30,29
16,16,27,26
15,16,29,27
19,18,27,28
17,18,29,29
17,16,27,26
20,19,26,28
15,16,27,29
16,16,28,32
17,17,26,28
18,19,26,26
15,16,31,27
16,15,27,26
17,17,29,30
16,18,30,28
15,19,30,28
18,16,27,27
19,17,27,29
14,20,28,30
17,14,26,26
17,18,29,26
15,21,29,27
17,17,27,28
16,17,27,26
15,17,29,26
17,18,27,29
16,19,29,29
19,19,29,28
17,19,26,27
16,20,30,29
20,21,28,26
18,20,27,27
16,22,29,28
19,22,27,27
19,20,28,28
17,23,28,29
15,23,29,30
18,24,24,31
17,27,30,27
19,25,26,28
17,28,29,28
16,25,30,26
16,26,29,26
15,28,28,28
19,30,27,27
16,27,27,26
20,28,27,28
19,32,29,28
16,31,30,29
20,32,30,29
19,30,29,25
20,33,32,27
15,30,28,29
19,29,30,29
17,32,29,28
18,28,29,28
18,29,29,26
20,27,28,26
19,30,29,28
20,30,27,26
16,30,27,29
15,30,30,29
16,30,28,27
19,30,29,28
17,34,29,25
14,29,27,29
13,31,28,30
15,29,28,30
18,31,25,27
19,30,31,27
17,30,26,26
18,29,25,27
18,34,29,28
21,31,29,27
18,31,28,28
17,30,30,28
20,33,26,29
16,32,31,29
21,30,31,26
17,31,27,28
15,30,26,26
17,32,29,28
17,32,32,24
16,32,27,27
17,30,27,28
14,35,26,29
16,33,26,27
15,30,27,26
14,31,27,28
17,31,26,27
16,31,28,28
15,31,29,27
17,30,28,27
19,30,29,27
19,32,26,28
16,30,29,26
18,30,27,28
15,30,28,29
17,30,27,28
17,31,29,28
16,29,28,29
16,30,27,25
16,32,28,29
15,31,28,27
16,32,28,26
16,31,26,28
17,30,28,27
17,32,27,27
17,31,24,26
16,31,27,26
18,29,26,27
18,31,28,27
15,32,26,27
16,31,28,30
19,31,28,29
16,30,26,28
17,31,29,28
16,31,29,28
16,30,28,26
16,31,29,26
18,26,29,27
18,32,28,27
18,30,28,27
15,31,28,28
15,31,25,28
14,29,29,29
20,29,29,28
17,30,30,26
15,30,28,23
17,30,28,28
16,31,27,26
18,31,26,27
17,30,27,27
16,26,26,26
23,29,29,26
15,33,29,29
21,33,27,24
18,30,29,30
19,29,30,29
14,27,28,25
18,30,26,27
17,28,28,29
16,30,27,25
17,26,27,25
16,30,28,27
18,29,28,27
19,32,27,27
19,31,29,27
20,28,28,27
22,31,25,28
