18,19,16,16
20,17,17,20
17,16,16,17
18,22,18,20
16,18,18,16
18,19,18,16
18,18,19,20
17,17,16,18
20,17,18,16
18,17,18,17
18,18,15,16
19,19,18,16
19,16,15,20
15,17,19,15
21,16,17,18
20,18,17,18
21,25,21,17
15,18,13,16
21,15,12,16
17,19,18,17
19,17,15,19
19,20,20,19
18,18,16,16
17,18,19,18
16,15,18,17
18,19,18,19
19,19,18,18
18,20,19,18
19,17,16,17
20,18,21,17
17,20,19,17
17,16,16,19
17,17,17,17
17,16,17,18
18,17,17,21
17,19,17,16
18,18,20,15
18,20,21,18
17,22,20,18
19,19,18,17
19,16,21,18
16,19,17,16
21,19,19,18
19,20,18,23
23,18,16,19
18,18,18,15
15,19,18,15
18,18,17,17
18,20,17,17
17,19,19,16
17,19,17,16
18,17,19,18
16,18,17,19
15,19,17,20
19,17,16,19
16,17,20,17
18,20,19,18
17,16,16,16
19,15,17,18
19,17,19,15
16,15,15,16
18,18,17,18
15,19,13,18
15,16,17,17
19,17,17,16
16,15,15,15
18,18,15,18
18,17,17,16
15,17,17,18
16,14,16,19
22,11,17,18
18,16,14,12
18,19,14,14
17,14,19,14
18,17,17,17
16,18,17,15
17,18,17,18
15,17,18,16
16,16,15,15
17,18,15,16
17,14,15,16
17,20,17,15
18,16,18,17
17,15,17,18
16,15,17,16
18,15,16,16
18,17,15,15
15,16,15,16
18,19,18,16
15,19,17,17
19,21,19,17
15,23,16,16
13,23,18,18
15,22,15,18
19,25,16,16
16,31,18,17
16,35,16,14
15,35,16,16
16,42,15,18
16,42,16,15
17,48,17,17
18,52,15,17
21,59,16,16
23,64,13,21
25,65,14,26
29,72,15,37
34,77,17,44
41,82,15,53
52,86,17,64
61,90,18,74
70,99,14,84
77,99,16,95
87,107,17,99
90,113,19,107
95,113,15,114
101,117,17,120
104,123,13,125
113,131,16,129
116,129,16,129
119,136,14,133
130,144,16,137
128,146,16,139
132,156,17,142
132,155,17,141
136,164,18,143
140,167,20,148
138,171,14,145
141,176,16,144
144,178,16,147
142,180,16,149
147,183,17,150
145,186,19,150
140,192,25,146
143,194,31,146
141,193,39,147
144,194,44,147
143,196,51,145
148,198,61,148
145,199,67,147
147,197,78,145
